fio,faculty,title,degree
Алексеев Б.В.,ФИТ,ассистент,к.н.
Иванов И.К.,ФПМИ,профессор,д.н.
Морозов Е.П.,ФМиМ,,к.н.
Козлов В.И.,ФЭТ,профессор,
Егоров К.М.,ИТМО,ассистент,д.н.
Попов Ж.Р.,ФМиЕН,профессор,д.н.
Соколов В.И.,ФРТ,,
Новиков В.И.,ФМиМ,ассистент,д.н.
Сидоров И.К.,ФПМИ,ассистент,д.н.
Петров К.М.,ФПМИ,ассистент,к.н.
Егоров В.И.,ФФ,,к.н.
Лебедева Б.В.,ФИТ,,д.н.
Лебедева З.Т.,ФУПМ,ассистент,к.н.
Волков Л.О.,ФМиМ,доцент,д.н.
Егоров В.И.,ФРТ,доцент,
Кузнецов Е.П.,ФФ,ассистент,д.н.
Лебедева Б.В.,ФУПМ,ассистент,к.н.
Сидоров Г.Н.,ФИТ,ассистент,д.н.
Соколов В.И.,ФФ,ассистент,к.н.
Алексеев Л.О.,ФПМИ,доцент,
Сидоров Е.П.,ФРТ,профессор,к.н.
Сидоров Б.В.,ФФ,доцент,
Егоров А.А.,ФМиМ,,к.н.
Сидоров М.Ю.,ФИТ,доцент,к.н.
Семенов К.М.,ФЭТ,,д.н.
Морозов В.И.,ФИВТ,профессор,к.н.
Волков З.Т.,ФИТ,,д.н.
Козлов Е.П.,ФУПМ,ассистент,к.н.
Семенов Б.В.,ФУПМ,,
Соколов З.Т.,ФРТ,,
Алексеев З.Т.,ИТМО,доцент,д.н.
Попов Д.С.,ИТМО,доцент,д.н.
Алексеев Б.В.,ФФ,доцент,
Сидоров И.К.,ФИТ,доцент,д.н.
Лебедев З.Т.,ФМиМ,доцент,д.н.
Морозов Б.В.,ФУПМ,,
Лебедева А.А.,ИТМО,профессор,
Волков Г.Н.,ИТМО,доцент,
Петров М.Ю.,ФЭТ,ассистент,
Козлов Г.Н.,ФМиЕН,,
Сидоров З.Т.,ФЭТ,,к.н.
Соколов В.И.,ФУПМ,ассистент,
Алексеев И.К.,ФРТ,профессор,д.н.
Сидоров А.А.,ФФ,ассистент,к.н.
Козлов Б.В.,ФИВТ,доцент,к.н.
Соколов И.К.,ФИВТ,доцент,к.н.
Козлов Д.С.,ФФ,доцент,
Соколов К.М.,ФРТ,профессор,д.н.
Иванов К.М.,ФМиМ,,
Кузнецов Ж.Р.,ФПМИ,профессор,к.н.
Семенов К.М.,ФФ,ассистент,д.н.
Петров Е.П.,ФМиМ,,
Попов Ж.Р.,ФУПМ,,
Семенов М.Ю.,ФПМИ,,
Алексеев В.И.,ФРТ,,д.н.
Морозов Д.С.,ФМиЕН,,
Морозов А.А.,ФЭТ,профессор,д.н.
Иванов В.И.,ФИТ,профессор,
Козлов И.К.,ФИВТ,,к.н.
Лебедев Б.В.,ФПМИ,профессор,д.н.
Смирнов М.Ю.,ФМиМ,профессор,к.н.
Иванов Г.Н.,ФФ,,д.н.
Соколов И.К.,ФИВТ,профессор,к.н.
Попов А.А.,ФИВТ,профессор,
Сидоров Д.С.,ФМиЕН,профессор,к.н.
Волков Л.О.,ФМиЕН,доцент,д.н.
Егоров Б.В.,ФУПМ,,к.н.
Кузнецов З.Т.,ФИВТ,ассистент,
Волков Г.Н.,ФМиЕН,доцент,д.н.
Соколов Л.О.,ФЭТ,профессор,д.н.
Смирнов Б.В.,ФФ,ассистент,к.н.
Козлов К.М.,ФРТ,профессор,к.н.
Лебедев Е.П.,ФУПМ,доцент,к.н.
Морозов Л.О.,ФМиЕН,доцент,
Егоров Ж.Р.,ФМиЕН,профессор,к.н.
Семенов Д.С.,ФЭТ,доцент,
Соколов Л.О.,ФМиМ,,
Волков К.М.,ФИТ,доцент,к.н.
Сидоров Ж.Р.,ФЭТ,,д.н.
Морозов З.Т.,ФИТ,доцент,
Попов И.К.,ФМиМ,ассистент,д.н.
Соколов Б.В.,ФИТ,ассистент,к.н.
Попов В.И.,ФИВТ,профессор,д.н.
Морозов Д.С.,ФРТ,профессор,д.н.
Смирнов Г.Н.,ФЭТ,профессор,д.н.
Семенов Ж.Р.,ФЭТ,ассистент,д.н.
Семенов Л.О.,ФУПМ,ассистент,
Егоров К.М.,ФФ,,
Смирнов Д.С.,ФПМИ,доцент,к.н.
Волков М.Ю.,ИТМО,профессор,д.н.
Иванов Л.О.,ФЭТ,доцент,к.н.
Егоров И.К.,ФИТ,профессор,
Лебедев Е.П.,ФИВТ,профессор,к.н.
Алексеев Е.П.,ФРТ,ассистент,к.н.
Морозов Б.В.,ФИТ,профессор,
Соколов К.М.,ФУПМ,профессор,к.н.
Лебедев Г.Н.,ИТМО,ассистент,д.н.
Егоров М.Ю.,ФМиМ,профессор,
Петров Ж.Р.,ФПМИ,профессор,к.н.
Иванов Е.П.,ФИВТ,ассистент,к.н.
Новиков Ж.Р.,ФИТ,доцент,
Новиков Е.П.,ФИТ,профессор,
Новиков Г.Н.,ФИТ,доцент,д.н.
Алексеев Д.С.,ФИТ,ассистент,к.н.
Семенов К.М.,ФФ,профессор,к.н.
Козлов А.А.,ИТМО,ассистент,д.н.
Лебедева Б.В.,ФМиЕН,ассистент,к.н.
Соколов И.К.,ФИВТ,профессор,д.н.
Попов Б.В.,ФЭТ,доцент,
Лебедева Е.П.,ИТМО,доцент,
Иванов Г.Н.,ФМиМ,,д.н.
Кузнецов Б.В.,ФУПМ,ассистент,
Петров Ж.Р.,ФМиЕН,ассистент,д.н.
Морозов А.А.,ФМиМ,доцент,д.н.
Попов И.К.,ФФ,профессор,к.н.
Сидоров Ж.Р.,ФРТ,ассистент,
Сидоров К.М.,ФУПМ,доцент,
Сидоров М.Ю.,ФИВТ,ассистент,
Волков З.Т.,ФПМИ,,к.н.
Козлов В.И.,ФЭТ,доцент,к.н.
Новиков З.Т.,ИТМО,профессор,
Морозов Л.О.,ИТМО,профессор,
Сидоров К.М.,ФИТ,,к.н.
Егоров Д.С.,ФЭТ,профессор,
Кузнецов М.Ю.,ФИВТ,профессор,д.н.
Кузнецов И.К.,ФФ,ассистент,д.н.
Егоров Г.Н.,ФМиЕН,профессор,
Новиков Е.П.,ФМиЕН,доцент,к.н.
Козлов Б.В.,ФИТ,доцент,
Иванов А.А.,ИТМО,ассистент,
Волков К.М.,ФПМИ,,д.н.
Алексеев Б.В.,ФМиМ,доцент,к.н.
Семенов З.Т.,ФЭТ,профессор,
Лебедева И.К.,ФФ,профессор,д.н.
Семенов В.И.,ФЭТ,,
Новиков М.Ю.,ФИТ,профессор,
Новиков Е.П.,ИТМО,профессор,д.н.
Морозов Л.О.,ФИТ,доцент,к.н.
Алексеев А.А.,ИТМО,доцент,
Семенов М.Ю.,ФФ,ассистент,д.н.
Иванов И.К.,ФФ,ассистент,
Лебедев Б.В.,ФФ,ассистент,д.н.
Петров И.К.,ФЭТ,,
Попов В.И.,ФУПМ,доцент,
Попов К.М.,ФИВТ,профессор,к.н.
Семенов Е.П.,ФУПМ,профессор,д.н.
Сидоров И.К.,ФПМИ,,д.н.
Егоров А.А.,ФИТ,,к.н.
Алексеев А.А.,ФИТ,профессор,
Лебедева В.И.,ФРТ,профессор,к.н.
Попов Е.П.,ФЭТ,ассистент,д.н.
Смирнов Л.О.,ИТМО,доцент,к.н.
Соколов Б.В.,ИТМО,доцент,д.н.
Морозов Ж.Р.,ИТМО,доцент,
Кузнецов А.А.,ФМиМ,доцент,д.н.
Иванов Ж.Р.,ФИВТ,профессор,к.н.
Егоров А.А.,ФЭТ,доцент,д.н.
Алексеев А.А.,ФФ,,
Кузнецов М.Ю.,ФПМИ,доцент,
Попов З.Т.,ФУПМ,,к.н.
Лебедева З.Т.,ФМиЕН,ассистент,к.н.
Лебедев Л.О.,ФУПМ,доцент,к.н.
Сидоров В.И.,ФУПМ,ассистент,
Егоров М.Ю.,ФМиЕН,,д.н.
Попов Л.О.,ФФ,,д.н.
Иванов А.А.,ФЭТ,ассистент,к.н.
Попов З.Т.,ФУПМ,профессор,д.н.
Попов Л.О.,ФИВТ,,
Лебедева Д.С.,ФИТ,ассистент,к.н.
Морозов М.Ю.,ФИВТ,профессор,
Егоров И.К.,ИТМО,доцент,к.н.
Волков А.А.,ФЭТ,ассистент,
Петров Б.В.,ФПМИ,доцент,к.н.
Егоров Л.О.,ФЭТ,,д.н.
Лебедев З.Т.,ИТМО,доцент,к.н.
Кузнецов Г.Н.,ФФ,доцент,д.н.
Козлов А.А.,ФФ,ассистент,
Лебедев Д.С.,ИТМО,ассистент,к.н.
Соколов А.А.,ФЭТ,,к.н.
Смирнов Е.П.,ФФ,профессор,к.н.
Новиков М.Ю.,ФИТ,ассистент,к.н.
Иванов Л.О.,ФРТ,,д.н.
Козлов Б.В.,ФМиЕН,доцент,д.н.
Алексеев З.Т.,ФРТ,,
Кузнецов А.А.,ФФ,доцент,д.н.
Егоров Д.С.,ФИВТ,ассистент,д.н.
Лебедев Л.О.,ФРТ,,к.н.
Петров Д.С.,ФМиЕН,,д.н.
Семенов Д.С.,ФИТ,профессор,д.н.
Козлов Е.П.,ИТМО,ассистент,
Смирнов Д.С.,ИТМО,,
Морозов Д.С.,ФПМИ,профессор,
Волков Л.О.,ФРТ,доцент,
Егоров Г.Н.,ФЭТ,профессор,к.н.
Петров В.И.,ФПМИ,ассистент,к.н.
Иванов А.А.,ФПМИ,доцент,
Смирнов З.Т.,ФИТ,доцент,
Иванов М.Ю.,ФПМИ,ассистент,
Семенов И.К.,ФИТ,доцент,
Лебедева М.Ю.,ФРТ,профессор,д.н.
Петров Е.П.,ФЭТ,профессор,
Соколов Д.С.,ФЭТ,ассистент,
Семенов Г.Н.,ФРТ,профессор,к.н.
Егоров М.Ю.,ФМиМ,профессор,к.н.
Лебедев Л.О.,ФУПМ,профессор,
Лебедев Е.П.,ФПМИ,профессор,
Алексеев З.Т.,ФУПМ,профессор,д.н.
Алексеев К.М.,ФФ,профессор,
Лебедев Б.В.,ФРТ,профессор,
Алексеев М.Ю.,ФПМИ,,
Козлов Б.В.,ФПМИ,,
Новиков Ж.Р.,ФМиМ,,к.н.
Соколов Б.В.,ФЭТ,ассистент,к.н.
Семенов Г.Н.,ИТМО,доцент,д.н.
Семенов М.Ю.,ФИТ,профессор,д.н.
Кузнецов Ж.Р.,ФПМИ,профессор,
Новиков Е.П.,ФРТ,ассистент,к.н.
Семенов В.И.,ФИТ,ассистент,к.н.
Морозов А.А.,ФПМИ,доцент,к.н.
Волков Л.О.,ФМиЕН,профессор,д.н.
Козлов И.К.,ИТМО,профессор,
Алексеев Л.О.,ФФ,,
Соколов К.М.,ФПМИ,доцент,д.н.
Козлов К.М.,ФИВТ,профессор,к.н.
Петров М.Ю.,ИТМО,,
Соколов Г.Н.,ФРТ,доцент,к.н.
Смирнов З.Т.,ФМиЕН,профессор,к.н.
Козлов Ж.Р.,ФУПМ,доцент,д.н.
Лебедев Ж.Р.,ФРТ,профессор,
Семенов Г.Н.,ФРТ,,д.н.
Лебедев Д.С.,ИТМО,ассистент,д.н.
Новиков Е.П.,ИТМО,ассистент,к.н.
Волков В.И.,ФРТ,доцент,
Козлов М.Ю.,ФУПМ,доцент,к.н.
Попов В.И.,ФИТ,доцент,к.н.
Новиков Е.П.,ФФ,профессор,
Сидоров И.К.,ФИВТ,,д.н.
Новиков В.И.,ФПМИ,,
Соколов Е.П.,ФИВТ,профессор,д.н.
Кузнецов К.М.,ФПМИ,,д.н.
Попов И.К.,ФРТ,ассистент,д.н.
Кузнецов Л.О.,ИТМО,доцент,д.н.
Лебедева М.Ю.,ФФ,ассистент,д.н.
Петров В.И.,ФМиЕН,доцент,к.н.
Петров З.Т.,ФИТ,,д.н.
Семенов З.Т.,ФРТ,ассистент,д.н.
Семенов Е.П.,ФИВТ,ассистент,
Новиков З.Т.,ФМиЕН,,
Соколов В.И.,ФМиМ,,к.н.
Лебедев В.И.,ФЭТ,профессор,к.н.
Петров Г.Н.,ФУПМ,ассистент,к.н.
Кузнецов К.М.,ФЭТ,ассистент,д.н.
Кузнецов Л.О.,ФПМИ,ассистент,д.н.
Семенов З.Т.,ФРТ,ассистент,д.н.
Морозов Г.Н.,ФИВТ,ассистент,
Иванов Б.В.,ФУПМ,,
Новиков К.М.,ФИТ,ассистент,к.н.
Соколов В.И.,ФИТ,профессор,
Иванов Б.В.,ФМиМ,ассистент,к.н.
Алексеев Е.П.,ФПМИ,доцент,
Морозов Б.В.,ФМиМ,,к.н.
Алексеев Д.С.,ФФ,профессор,д.н.
Иванов К.М.,ФМиМ,ассистент,
Морозов Л.О.,ИТМО,,к.н.
Лебедева В.И.,ФМиМ,доцент,к.н.
Соколов В.И.,ФИТ,,к.н.
Козлов А.А.,ИТМО,профессор,к.н.
Лебедева Е.П.,ФПМИ,,к.н.
Соколов Л.О.,ФУПМ,доцент,к.н.
Лебедева Г.Н.,ФФ,,
Попов А.А.,ФИВТ,,к.н.
Семенов В.И.,ФФ,доцент,к.н.
Соколов К.М.,ФИТ,ассистент,к.н.
Сидоров Л.О.,ИТМО,,д.н.
Морозов М.Ю.,ФИТ,профессор,
Егоров Г.Н.,ФМиЕН,профессор,
Козлов Е.П.,ФМиМ,доцент,
Морозов Б.В.,ФМиМ,доцент,
Алексеев Е.П.,ФМиЕН,,д.н.
Соколов А.А.,ФПМИ,доцент,к.н.
Соколов М.Ю.,ФФ,,к.н.
Лебедева Д.С.,ФПМИ,профессор,к.н.
Лебедев М.Ю.,ФИТ,профессор,д.н.
Лебедева Д.С.,ФМиМ,доцент,д.н.
Морозов Ж.Р.,ФРТ,доцент,д.н.
Иванов З.Т.,ФРТ,профессор,
Смирнов М.Ю.,ФРТ,,
Козлов К.М.,ФИТ,,д.н.
Петров В.И.,ФРТ,ассистент,д.н.
Соколов К.М.,ФЭТ,,к.н.
Петров К.М.,ФРТ,профессор,д.н.
Смирнов Д.С.,ФРТ,ассистент,д.н.
Козлов В.И.,ФИТ,доцент,д.н.
Смирнов Г.Н.,ФМиЕН,профессор,к.н.
Смирнов К.М.,ФПМИ,профессор,д.н.
Соколов Д.С.,ФЭТ,доцент,д.н.
Алексеев В.И.,ФМиМ,профессор,к.н.
Попов М.Ю.,ФМиМ,,к.н.
Петров А.А.,ФПМИ,,
Петров Л.О.,ФИВТ,доцент,к.н.
Сидоров Л.О.,ФРТ,доцент,д.н.
Новиков И.К.,ИТМО,профессор,д.н.
Лебедев Ж.Р.,ФЭТ,доцент,к.н.
Иванов Л.О.,ФРТ,,
Лебедев Л.О.,ФРТ,профессор,к.н.
Сидоров М.Ю.,ФПМИ,доцент,
Морозов Д.С.,ФУПМ,,
Козлов И.К.,ФМиМ,,
Петров З.Т.,ФУПМ,доцент,к.н.
Соколов З.Т.,ФМиЕН,,к.н.
Морозов И.К.,ФМиЕН,ассистент,
Смирнов Ж.Р.,ФРТ,ассистент,к.н.
Кузнецов Ж.Р.,ФМиМ,доцент,
Иванов Д.С.,ФРТ,профессор,
Лебедев Л.О.,ИТМО,доцент,к.н.
Попов З.Т.,ФИТ,ассистент,
Морозов Д.С.,ФФ,профессор,к.н.
Егоров З.Т.,ФПМИ,доцент,
Иванов З.Т.,ФРТ,ассистент,
Петров М.Ю.,ФЭТ,,д.н.
Новиков З.Т.,ФИВТ,доцент,д.н.
Семенов В.И.,ФМиЕН,,к.н.
Смирнов А.А.,ФУПМ,профессор,д.н.
Кузнецов И.К.,ФМиЕН,,д.н.
Алексеев Б.В.,ФЭТ,профессор,д.н.
Смирнов Г.Н.,ФМиМ,доцент,
Козлов А.А.,ФРТ,,д.н.
Семенов М.Ю.,ФПМИ,профессор,д.н.
Лебедева Ж.Р.,ИТМО,профессор,д.н.
Семенов А.А.,ФРТ,доцент,к.н.
Попов К.М.,ФМиМ,профессор,д.н.
Кузнецов К.М.,ФЭТ,профессор,д.н.
Семенов И.К.,ФУПМ,профессор,
Соколов Е.П.,ФРТ,доцент,
Егоров В.И.,ИТМО,профессор,д.н.
Кузнецов Б.В.,ФРТ,ассистент,д.н.
Новиков Л.О.,ФИТ,ассистент,к.н.
Морозов Е.П.,ФУПМ,доцент,к.н.
Егоров Д.С.,ФИВТ,профессор,д.н.
Козлов Г.Н.,ФРТ,ассистент,к.н.
Лебедев З.Т.,ИТМО,ассистент,
Семенов А.А.,ФИТ,профессор,
Егоров В.И.,ФМиМ,ассистент,к.н.
Волков М.Ю.,ФИВТ,ассистент,
Соколов Д.С.,ФЭТ,доцент,д.н.
Лебедев Д.С.,ФРТ,ассистент,д.н.
Алексеев Г.Н.,ФФ,,
Петров Л.О.,ФРТ,,д.н.
Морозов К.М.,ФУПМ,,к.н.
Морозов Ж.Р.,ФРТ,ассистент,
Кузнецов Г.Н.,ФЭТ,доцент,д.н.
Лебедев Д.С.,ФМиЕН,,
Козлов Л.О.,ФМиМ,профессор,
Попов З.Т.,ФМиМ,профессор,д.н.
Волков Д.С.,ФРТ,профессор,
Козлов Л.О.,ФЭТ,,
Кузнецов М.Ю.,ФИВТ,ассистент,д.н.
Петров Ж.Р.,ФМиМ,ассистент,к.н.
Алексеев З.Т.,ФУПМ,,к.н.
Новиков М.Ю.,ФУПМ,профессор,д.н.
Алексеев Б.В.,ФМиМ,ассистент,д.н.
Петров З.Т.,ФМиЕН,доцент,д.н.
Алексеев Е.П.,ФЭТ,доцент,д.н.
Лебедева З.Т.,ФУПМ,профессор,
Смирнов Г.Н.,ФРТ,профессор,к.н.
Волков З.Т.,ФМиМ,профессор,к.н.
Козлов Л.О.,ФИВТ,,д.н.
Лебедева К.М.,ФИВТ,доцент,
Новиков Б.В.,ФИВТ,профессор,к.н.
Попов Г.Н.,ФМиЕН,,к.н.
Егоров К.М.,ФПМИ,ассистент,
Новиков Д.С.,ФИВТ,профессор,
Соколов Ж.Р.,ФРТ,,д.н.
Лебедева К.М.,ФФ,профессор,к.н.
Соколов Ж.Р.,ФИТ,,к.н.
Новиков Е.П.,ФИТ,ассистент,к.н.
Волков Б.В.,ФИВТ,ассистент,к.н.
Козлов М.Ю.,ИТМО,ассистент,к.н.
Морозов Е.П.,ФПМИ,ассистент,д.н.
Лебедев Е.П.,ФМиЕН,доцент,
Соколов Г.Н.,ИТМО,доцент,
Волков А.А.,ФРТ,профессор,д.н.
Кузнецов М.Ю.,ФИВТ,,к.н.
Семенов Г.Н.,ФМиМ,профессор,
Смирнов Е.П.,ФФ,ассистент,
Козлов Е.П.,ФИТ,,к.н.
Сидоров Г.Н.,ФУПМ,профессор,к.н.
Кузнецов Г.Н.,ИТМО,доцент,к.н.
Волков В.И.,ФРТ,ассистент,
Соколов А.А.,ФИТ,профессор,к.н.
Козлов Л.О.,ИТМО,доцент,
Кузнецов В.И.,ФМиЕН,ассистент,д.н.
Попов В.И.,ИТМО,доцент,
Соколов Д.С.,ФЭТ,доцент,к.н.
Семенов И.К.,ФЭТ,ассистент,
Козлов Ж.Р.,ФМиЕН,ассистент,к.н.
Иванов А.А.,ИТМО,профессор,к.н.
Семенов К.М.,ФЭТ,,
Егоров А.А.,ФУПМ,доцент,д.н.
Новиков А.А.,ФПМИ,профессор,д.н.
Петров Г.Н.,ФМиМ,доцент,к.н.
Волков Б.В.,ФИВТ,,к.н.
Лебедев В.И.,ФФ,доцент,д.н.
Смирнов А.А.,ИТМО,профессор,к.н.
Соколов Г.Н.,ФПМИ,доцент,к.н.
Иванов Б.В.,ФМиМ,доцент,д.н.
Волков И.К.,ФРТ,,
Лебедева Л.О.,ФФ,доцент,к.н.
Кузнецов А.А.,ФЭТ,ассистент,
Петров М.Ю.,ФРТ,,
Сидоров Д.С.,ФИВТ,,д.н.
Сидоров Л.О.,ФПМИ,доцент,к.н.
Смирнов В.И.,ФУПМ,,д.н.
Лебедев Г.Н.,ФМиМ,доцент,д.н.
Егоров Е.П.,ФРТ,,к.н.
Лебедева Б.В.,ФПМИ,ассистент,
Соколов И.К.,ИТМО,ассистент,к.н.
Волков Д.С.,ФУПМ,,
Лебедева А.А.,ФПМИ,ассистент,д.н.
Волков Д.С.,ФМиМ,доцент,к.н.
Козлов Д.С.,ФУПМ,профессор,
Лебедева М.Ю.,ФЭТ,профессор,к.н.
Кузнецов Г.Н.,ФФ,доцент,к.н.
Соколов Б.В.,ФФ,доцент,к.н.
Иванов Л.О.,ФУПМ,доцент,к.н.
Волков К.М.,ФРТ,,к.н.
Алексеев И.К.,ФРТ,,д.н.
Соколов И.К.,ФМиМ,ассистент,
Попов Б.В.,ФМиЕН,профессор,д.н.
Волков Ж.Р.,ФУПМ,,к.н.
Морозов А.А.,ФИВТ,ассистент,д.н.
Попов Д.С.,ФУПМ,ассистент,к.н.
Смирнов З.Т.,ФЭТ,,д.н.
Сидоров Д.С.,ФУПМ,ассистент,д.н.
Егоров Г.Н.,ИТМО,профессор,д.н.
Петров К.М.,ФИВТ,доцент,
Соколов Г.Н.,ФФ,доцент,д.н.
Попов Е.П.,ФИТ,,
Козлов Л.О.,ФРТ,доцент,
Смирнов Д.С.,ФИВТ,профессор,
Алексеев Ж.Р.,ФУПМ,профессор,
Лебедева Ж.Р.,ФПМИ,,
Петров Г.Н.,ФПМИ,,к.н.
Смирнов Г.Н.,ИТМО,доцент,д.н.
Иванов З.Т.,ФЭТ,ассистент,к.н.
Сидоров Л.О.,ФМиЕН,доцент,к.н.
Соколов В.И.,ФРТ,,к.н.
Семенов Г.Н.,ФИТ,доцент,к.н.
Иванов Л.О.,ФИВТ,доцент,
Алексеев И.К.,ФУПМ,профессор,к.н.
Козлов В.И.,ФРТ,ассистент,
Алексеев Г.Н.,ФРТ,доцент,
Иванов И.К.,ФИВТ,доцент,к.н.
Смирнов Е.П.,ИТМО,профессор,к.н.
Иванов Г.Н.,ФМиЕН,доцент,
Лебедев К.М.,ФМиМ,,к.н.
Иванов Е.П.,ИТМО,ассистент,
Егоров И.К.,ФЭТ,доцент,к.н.
Морозов Г.Н.,ФУПМ,профессор,д.н.
Соколов Л.О.,ИТМО,,к.н.
Алексеев Д.С.,ФИВТ,,
Семенов К.М.,ФИТ,доцент,
Алексеев Б.В.,ФИВТ,,
Козлов З.Т.,ФЭТ,профессор,д.н.
Семенов К.М.,ФИТ,ассистент,к.н.
Семенов Б.В.,ФУПМ,ассистент,к.н.
Лебедев Е.П.,ФИВТ,,д.н.
Алексеев В.И.,ФИВТ,доцент,д.н.
Сидоров З.Т.,ФИВТ,ассистент,к.н.
Волков Б.В.,ФФ,ассистент,д.н.
Смирнов Л.О.,ФФ,доцент,к.н.
Новиков Б.В.,ФРТ,ассистент,д.н.
Смирнов Л.О.,ФРТ,,д.н.
Петров М.Ю.,ФМиЕН,ассистент,к.н.
Иванов И.К.,ФИТ,доцент,к.н.
Лебедева Г.Н.,ИТМО,профессор,
Петров К.М.,ФФ,профессор,д.н.
Волков Л.О.,ФПМИ,профессор,к.н.
Семенов Ж.Р.,ФУПМ,,д.н.
Лебедева Д.С.,ФПМИ,профессор,к.н.
Соколов Л.О.,ФМиМ,профессор,
Петров М.Ю.,ФМиМ,доцент,к.н.
Семенов М.Ю.,ФИВТ,ассистент,к.н.
Семенов Д.С.,ФФ,,д.н.
Сидоров Б.В.,ФРТ,,к.н.
Петров В.И.,ФРТ,,к.н.
Попов В.И.,ФЭТ,ассистент,д.н.
Егоров З.Т.,ФИТ,доцент,д.н.
Егоров М.Ю.,ФУПМ,доцент,
Семенов А.А.,ФФ,профессор,к.н.
Козлов Е.П.,ФМиЕН,,д.н.
Лебедева М.Ю.,ФМиМ,доцент,
Морозов Ж.Р.,ФИВТ,профессор,
Новиков И.К.,ФФ,профессор,
Кузнецов М.Ю.,ФИВТ,,
Семенов Ж.Р.,ИТМО,,
Лебедев А.А.,ФРТ,,д.н.
Смирнов З.Т.,ФИВТ,ассистент,к.н.
Алексеев В.И.,ФМиЕН,,
Лебедева Е.П.,ФИТ,профессор,д.н.
Сидоров Д.С.,ФФ,профессор,
Иванов Б.В.,ИТМО,,д.н.
Новиков З.Т.,ФПМИ,,к.н.
Сидоров В.И.,ИТМО,доцент,
Морозов Л.О.,ФИТ,,д.н.
Попов К.М.,ФМиЕН,ассистент,к.н.
Кузнецов Ж.Р.,ФУПМ,ассистент,к.н.
Алексеев А.А.,ИТМО,профессор,к.н.
Морозов К.М.,ФЭТ,доцент,
Кузнецов Л.О.,ФМиЕН,,д.н.
Лебедев А.А.,ФИВТ,доцент,
Новиков Е.П.,ФЭТ,ассистент,к.н.
Сидоров А.А.,ФМиЕН,ассистент,
Волков Ж.Р.,ИТМО,доцент,к.н.
Новиков Л.О.,ИТМО,,к.н.
Кузнецов К.М.,ФМиЕН,доцент,
Лебедев З.Т.,ФЭТ,,
Волков Л.О.,ФИТ,профессор,д.н.
Морозов М.Ю.,ФФ,,
Семенов Е.П.,ФМиЕН,доцент,д.н.
Новиков Д.С.,ФМиМ,доцент,
Сидоров Л.О.,ФЭТ,профессор,
Соколов В.И.,ФУПМ,доцент,к.н.
Семенов Л.О.,ФИТ,,к.н.
Соколов Ж.Р.,ФМиМ,ассистент,
Морозов И.К.,ИТМО,профессор,
Иванов Л.О.,ФРТ,ассистент,д.н.
Попов А.А.,ФЭТ,ассистент,к.н.
Морозов М.Ю.,ФЭТ,ассистент,д.н.
Соколов А.А.,ФФ,ассистент,д.н.
Иванов Б.В.,ИТМО,профессор,д.н.
Соколов М.Ю.,ФМиЕН,ассистент,к.н.
Петров К.М.,ФИТ,,к.н.
Соколов Ж.Р.,ФРТ,профессор,д.н.
