fio,faculty,title,degree
Волков Д.С.,ФМиЕН,,к.н.
Кузнецов Б.В.,ФПМИ,доцент,д.н.
Соколов Б.В.,ФФ,ассистент,
Петров Б.В.,ФПМИ,профессор,к.н.
Иванов Л.О.,ФРТ,профессор,к.н.
Лебедев Ж.Р.,ФУПМ,ассистент,д.н.
Лебедева Д.С.,ФФ,,д.н.
Семенов Е.П.,ФМиЕН,ассистент,к.н.
Егоров З.Т.,ИТМО,ассистент,
Соколов Е.П.,ФМиМ,,к.н.
Соколов Д.С.,ФИВТ,ассистент,к.н.
Иванов Д.С.,ФФ,ассистент,
Новиков З.Т.,ФМиЕН,доцент,
Попов Ж.Р.,ФРТ,,
Лебедева А.А.,ФМиЕН,профессор,д.н.
Волков Ж.Р.,ФЭТ,,
Новиков Г.Н.,ФФ,доцент,к.н.
Попов Ж.Р.,ФМиЕН,профессор,к.н.
Кузнецов К.М.,ФЭТ,профессор,д.н.
Егоров М.Ю.,ФМиМ,ассистент,к.н.
Егоров З.Т.,ФФ,,
Попов И.К.,ФИВТ,доцент,д.н.
Семенов Л.О.,ФМиЕН,ассистент,д.н.
Сидоров Б.В.,ФМиЕН,ассистент,д.н.
Смирнов В.И.,ФМиМ,доцент,д.н.
Иванов Д.С.,ФИТ,ассистент,д.н.
Петров А.А.,ФУПМ,ассистент,д.н.
Волков И.К.,ФУПМ,профессор,к.н.
Волков Ж.Р.,ФЭТ,доцент,
Сидоров М.Ю.,ИТМО,,
Семенов И.К.,ФФ,профессор,д.н.
Волков Л.О.,ФПМИ,профессор,
Соколов З.Т.,ИТМО,ассистент,
Соколов Г.Н.,ФФ,,
Морозов И.К.,ФУПМ,ассистент,д.н.
Новиков Д.С.,ФМиЕН,ассистент,к.н.
Кузнецов И.К.,ФЭТ,ассистент,
Козлов Д.С.,ФФ,ассистент,к.н.
Попов Л.О.,ФУПМ,,д.н.
Попов Д.С.,ФФ,доцент,к.н.
Волков Б.В.,ФУПМ,ассистент,
Кузнецов Е.П.,ФМиЕН,ассистент,д.н.
Смирнов Л.О.,ФУПМ,,д.н.
Кузнецов В.И.,ФРТ,,д.н.
Лебедева Д.С.,ФУПМ,,к.н.
Новиков А.А.,ФИВТ,доцент,
Новиков В.И.,ФИТ,ассистент,д.н.
Волков Л.О.,ФМиМ,ассистент,
Сидоров К.М.,ФМиМ,,
Лебедева Д.С.,ФМиМ,доцент,к.н.
Попов И.К.,ФПМИ,профессор,д.н.
Смирнов В.И.,ФПМИ,ассистент,к.н.
Попов З.Т.,ФИВТ,доцент,к.н.
Петров И.К.,ФРТ,доцент,
Сидоров Л.О.,ИТМО,,д.н.
Волков В.И.,ФУПМ,профессор,к.н.
Лебедева Е.П.,ФИВТ,профессор,к.н.
Лебедев К.М.,ФФ,,к.н.
Соколов Б.В.,ФМиЕН,,д.н.
Волков К.М.,ФЭТ,доцент,д.н.
Семенов А.А.,ФФ,,д.н.
Алексеев В.И.,ИТМО,доцент,
Петров И.К.,ФМиЕН,профессор,д.н.
Семенов Ж.Р.,ФМиМ,профессор,д.н.
Семенов Е.П.,ФИВТ,ассистент,
Сидоров Б.В.,ФПМИ,,к.н.
Петров К.М.,ФИТ,доцент,
Кузнецов В.И.,ФИВТ,,к.н.
Кузнецов И.К.,ФИТ,,к.н.
Соколов Б.В.,ФИТ,ассистент,д.н.
Лебедев Б.В.,ФИВТ,профессор,к.н.
Новиков Е.П.,ФИВТ,профессор,д.н.
Морозов К.М.,ФПМИ,профессор,
Новиков Д.С.,ИТМО,,д.н.
Петров А.А.,ФМиМ,профессор,к.н.
Попов Е.П.,ФИТ,доцент,к.н.
Петров Г.Н.,ФУПМ,профессор,к.н.
Соколов А.А.,ФПМИ,ассистент,к.н.
Алексеев М.Ю.,ФЭТ,ассистент,
Иванов И.К.,ИТМО,,д.н.
Петров Д.С.,ФПМИ,доцент,д.н.
Алексеев И.К.,ИТМО,ассистент,д.н.
Петров З.Т.,ФУПМ,профессор,д.н.
Смирнов Е.П.,ФРТ,,к.н.
Алексеев В.И.,ФУПМ,доцент,к.н.
Соколов Б.В.,ФМиМ,доцент,
Соколов И.К.,ФИВТ,профессор,д.н.
Иванов А.А.,ФУПМ,ассистент,к.н.
Попов Б.В.,ФЭТ,ассистент,д.н.
Егоров А.А.,ФМиЕН,доцент,к.н.
Семенов М.Ю.,ФМиЕН,профессор,к.н.
Козлов Г.Н.,ФУПМ,ассистент,д.н.
Петров К.М.,ФФ,доцент,
Иванов И.К.,ФЭТ,профессор,к.н.
Козлов Б.В.,ФУПМ,,
Волков И.К.,ФИВТ,доцент,к.н.
Семенов К.М.,ФУПМ,доцент,д.н.
Алексеев Б.В.,ФРТ,ассистент,
Алексеев З.Т.,ФУПМ,профессор,к.н.
Сидоров И.К.,ФМиЕН,ассистент,к.н.
Семенов Л.О.,ФУПМ,,д.н.
Лебедева З.Т.,ФМиЕН,,к.н.
Лебедева Д.С.,ФУПМ,ассистент,д.н.
Соколов Л.О.,ФМиЕН,ассистент,к.н.
Лебедев Д.С.,ФЭТ,доцент,д.н.
Алексеев З.Т.,ФМиМ,доцент,к.н.
Егоров З.Т.,ФУПМ,профессор,д.н.
Петров З.Т.,ФФ,профессор,д.н.
Егоров Г.Н.,ФМиЕН,профессор,к.н.
Кузнецов И.К.,ИТМО,доцент,к.н.
Соколов А.А.,ФПМИ,доцент,д.н.
Волков Д.С.,ФМиЕН,,
Иванов Л.О.,ФФ,ассистент,к.н.
Смирнов Л.О.,ФФ,,д.н.
Смирнов В.И.,ФУПМ,профессор,д.н.
Смирнов К.М.,ИТМО,доцент,к.н.
Смирнов И.К.,ФПМИ,ассистент,д.н.
Иванов К.М.,ФИВТ,доцент,
Алексеев К.М.,ФИТ,доцент,
Новиков Д.С.,ФИТ,доцент,к.н.
Кузнецов Л.О.,ИТМО,ассистент,д.н.
Волков З.Т.,ФРТ,профессор,д.н.
Петров К.М.,ФЭТ,ассистент,д.н.
Семенов Г.Н.,ФЭТ,,к.н.
Алексеев К.М.,ФМиЕН,доцент,к.н.
Сидоров З.Т.,ФРТ,,к.н.
Волков К.М.,ФИВТ,профессор,к.н.
Иванов М.Ю.,ФПМИ,ассистент,д.н.
Сидоров М.Ю.,ИТМО,доцент,к.н.
Егоров Д.С.,ФФ,доцент,д.н.
Волков З.Т.,ФИВТ,профессор,к.н.
Лебедев Л.О.,ФЭТ,,
Иванов Л.О.,ФИТ,профессор,д.н.
Волков М.Ю.,ФРТ,,
Иванов Д.С.,ФУПМ,,к.н.
Алексеев Ж.Р.,ФМиМ,профессор,к.н.
Соколов В.И.,ФИВТ,,д.н.
Егоров К.М.,ФМиЕН,доцент,д.н.
Морозов Б.В.,ФМиЕН,ассистент,д.н.
Егоров Е.П.,ФЭТ,доцент,
Новиков И.К.,ФМиЕН,доцент,
Лебедева К.М.,ФМиМ,ассистент,д.н.
Петров Г.Н.,ФМиМ,,
Новиков Г.Н.,ФМиМ,доцент,к.н.
Смирнов В.И.,ФМиЕН,профессор,к.н.
Лебедева З.Т.,ФУПМ,,д.н.
Козлов Б.В.,ИТМО,ассистент,к.н.
Морозов З.Т.,ФУПМ,доцент,
Смирнов А.А.,ФИВТ,профессор,д.н.
Лебедев З.Т.,ФФ,,
Семенов В.И.,ФПМИ,ассистент,д.н.
Сидоров Л.О.,ФПМИ,профессор,к.н.
Новиков Г.Н.,ФИВТ,доцент,д.н.
Волков Ж.Р.,ФМиЕН,доцент,д.н.
Лебедева Д.С.,ФПМИ,,д.н.
Иванов Г.Н.,ФФ,,д.н.
Кузнецов Д.С.,ФМиМ,профессор,
Лебедев Д.С.,ФИТ,ассистент,
Новиков А.А.,ФРТ,,к.н.
Лебедев А.А.,ФУПМ,профессор,д.н.
Сидоров Е.П.,ФЭТ,профессор,д.н.
Лебедев Е.П.,ФПМИ,,к.н.
Морозов Б.В.,ИТМО,ассистент,
Егоров Г.Н.,ФМиЕН,доцент,к.н.
Сидоров Е.П.,ФМиМ,профессор,
Петров Д.С.,ФЭТ,доцент,д.н.
Лебедев Б.В.,ФФ,ассистент,д.н.
Смирнов Ж.Р.,ФИВТ,,д.н.
Морозов М.Ю.,ФПМИ,ассистент,д.н.
Кузнецов А.А.,ФИВТ,профессор,к.н.
Соколов И.К.,ФМиМ,доцент,
Кузнецов Б.В.,ФРТ,,к.н.
Петров Л.О.,ФМиМ,ассистент,
Лебедева Е.П.,ФУПМ,доцент,д.н.
Сидоров Б.В.,ФМиМ,профессор,
Козлов Г.Н.,ФМиЕН,,к.н.
Смирнов В.И.,ФПМИ,ассистент,
Иванов Ж.Р.,ФПМИ,доцент,д.н.
Попов В.И.,ФИВТ,доцент,д.н.
Соколов А.А.,ФИВТ,ассистент,
Лебедев К.М.,ФРТ,ассистент,д.н.
Егоров Е.П.,ФИВТ,профессор,
Соколов А.А.,ФИТ,профессор,к.н.
Кузнецов А.А.,ФПМИ,ассистент,д.н.
Козлов Д.С.,ФФ,профессор,д.н.
Кузнецов З.Т.,ФМиМ,,
Кузнецов Е.П.,ФИВТ,профессор,
Морозов В.И.,ФМиМ,,к.н.
Лебедева А.А.,ФМиЕН,,д.н.
Попов Б.В.,ФИВТ,ассистент,д.н.
Смирнов Е.П.,ФРТ,доцент,к.н.
Егоров Е.П.,ФУПМ,доцент,к.н.
Сидоров Г.Н.,ФПМИ,доцент,к.н.
Егоров В.И.,ФПМИ,ассистент,д.н.
Волков И.К.,ФРТ,ассистент,к.н.
Егоров И.К.,ФУПМ,профессор,д.н.
Соколов Ж.Р.,ФФ,,д.н.
Иванов Б.В.,ФИВТ,доцент,д.н.
Егоров Л.О.,ФПМИ,ассистент,д.н.
Морозов З.Т.,ФРТ,,к.н.
Лебедев Д.С.,ФРТ,,к.н.
Иванов Б.В.,ФРТ,,
Новиков Е.П.,ФИТ,,
Козлов М.Ю.,ИТМО,,к.н.
Морозов К.М.,ФРТ,профессор,
Сидоров Ж.Р.,ФРТ,профессор,к.н.
Иванов Ж.Р.,ФМиЕН,,
Волков Л.О.,ФРТ,профессор,
Морозов Л.О.,ИТМО,профессор,к.н.
Петров В.И.,ФМиМ,доцент,
Попов К.М.,ФИВТ,доцент,д.н.
Соколов Д.С.,ФМиМ,ассистент,к.н.
Петров З.Т.,ФФ,,к.н.
Попов И.К.,ФФ,,д.н.
Алексеев Ж.Р.,ФПМИ,профессор,к.н.
Попов К.М.,ФФ,доцент,д.н.
Алексеев И.К.,ФЭТ,ассистент,к.н.
Семенов М.Ю.,ФФ,доцент,
Козлов Д.С.,ФПМИ,доцент,
Смирнов Е.П.,ФМиМ,доцент,д.н.
Сидоров Ж.Р.,ИТМО,профессор,
Лебедев Д.С.,ФМиМ,доцент,д.н.
Семенов Ж.Р.,ФЭТ,,
Лебедев И.К.,ФУПМ,доцент,
Морозов Г.Н.,ФУПМ,ассистент,
Кузнецов В.И.,ФМиЕН,ассистент,
Смирнов Б.В.,ФРТ,профессор,д.н.
Новиков Г.Н.,ФМиЕН,доцент,д.н.
Соколов Е.П.,ИТМО,,
Егоров Б.В.,ФПМИ,профессор,д.н.
Егоров И.К.,ФРТ,профессор,д.н.
Волков Г.Н.,ФЭТ,доцент,к.н.
Сидоров А.А.,ФУПМ,профессор,
Смирнов Г.Н.,ФИТ,доцент,к.н.
Петров Л.О.,ФФ,доцент,
Кузнецов Е.П.,ФПМИ,профессор,
Сидоров З.Т.,ФУПМ,,к.н.
Морозов К.М.,ФМиЕН,доцент,
Сидоров Е.П.,ФРТ,профессор,д.н.
Соколов Е.П.,ФПМИ,профессор,
Алексеев З.Т.,ФУПМ,доцент,д.н.
Волков К.М.,ИТМО,ассистент,к.н.
Соколов Г.Н.,ФИВТ,профессор,д.н.
Лебедева Б.В.,ФУПМ,доцент,к.н.
Новиков М.Ю.,ФМиМ,,д.н.
Кузнецов М.Ю.,ИТМО,ассистент,к.н.
Волков К.М.,ФУПМ,профессор,к.н.
Козлов Б.В.,ФЭТ,,
Иванов Л.О.,ФМиЕН,доцент,
Лебедев Ж.Р.,ФЭТ,ассистент,
Лебедев Е.П.,ФПМИ,доцент,
Лебедева Е.П.,ФФ,,д.н.
Козлов Ж.Р.,ФЭТ,ассистент,к.н.
Семенов Л.О.,ФПМИ,доцент,д.н.
Егоров М.Ю.,ФИВТ,,д.н.
Козлов Б.В.,ИТМО,профессор,д.н.
Попов Г.Н.,ФИВТ,профессор,
Новиков И.К.,ФПМИ,ассистент,д.н.
Кузнецов З.Т.,ФУПМ,,д.н.
Лебедева Е.П.,ФУПМ,ассистент,д.н.
Семенов К.М.,ФМиЕН,доцент,д.н.
Лебедев И.К.,ФИВТ,профессор,к.н.
Лебедев З.Т.,ФПМИ,,
Петров З.Т.,ФИТ,профессор,д.н.
Иванов Л.О.,ФФ,профессор,д.н.
Алексеев Б.В.,ИТМО,профессор,д.н.
Попов Ж.Р.,ФПМИ,,д.н.
Морозов З.Т.,ФИТ,доцент,д.н.
Попов В.И.,ФИТ,,д.н.
Соколов Д.С.,ФФ,ассистент,к.н.
Соколов Б.В.,ФФ,профессор,к.н.
Морозов Е.П.,ФМиМ,ассистент,д.н.
Иванов З.Т.,ФМиЕН,доцент,
Иванов Л.О.,ФФ,доцент,к.н.
Кузнецов К.М.,ИТМО,,д.н.
Алексеев Ж.Р.,ФИТ,доцент,д.н.
Егоров Л.О.,ФМиМ,доцент,д.н.
Новиков А.А.,ФМиМ,ассистент,
Лебедев Е.П.,ФРТ,ассистент,к.н.
Лебедев Ж.Р.,ФЭТ,профессор,д.н.
Алексеев З.Т.,ФФ,профессор,к.н.
Егоров В.И.,ФМиЕН,профессор,д.н.
Лебедева В.И.,ФИТ,профессор,
Петров Л.О.,ФМиЕН,профессор,д.н.
Волков З.Т.,ФИВТ,,д.н.
Морозов В.И.,ФПМИ,ассистент,д.н.
Семенов З.Т.,ФУПМ,профессор,д.н.
Иванов В.И.,ФУПМ,доцент,
Петров И.К.,ФИВТ,,
Морозов Г.Н.,ИТМО,ассистент,д.н.
Алексеев М.Ю.,ФМиЕН,профессор,
Морозов Е.П.,ФИВТ,профессор,д.н.
Иванов Г.Н.,ФРТ,доцент,
Петров Е.П.,ФМиЕН,ассистент,
Волков Г.Н.,ФРТ,доцент,к.н.
Егоров М.Ю.,ФРТ,,
Алексеев М.Ю.,ФПМИ,профессор,
Семенов Е.П.,ФФ,,к.н.
Егоров Г.Н.,ФУПМ,,д.н.
Смирнов З.Т.,ИТМО,профессор,
Сидоров Л.О.,ИТМО,,д.н.
Морозов В.И.,ФИТ,ассистент,
Алексеев Д.С.,ФПМИ,,к.н.
Иванов Д.С.,ИТМО,ассистент,к.н.
Волков М.Ю.,ФЭТ,профессор,к.н.
Лебедев И.К.,ФФ,,к.н.
Морозов В.И.,ФФ,ассистент,д.н.
Петров К.М.,ФЭТ,ассистент,д.н.
Кузнецов Ж.Р.,ФЭТ,доцент,д.н.
Смирнов З.Т.,ФИВТ,ассистент,
Лебедев Д.С.,ФИТ,ассистент,к.н.
Сидоров З.Т.,ФФ,доцент,д.н.
Морозов А.А.,ФМиМ,профессор,к.н.
Лебедев М.Ю.,ФИВТ,доцент,
Алексеев Б.В.,ФУПМ,,к.н.
Петров Л.О.,ФИТ,ассистент,к.н.
Морозов Б.В.,ФИВТ,профессор,д.н.
Попов К.М.,ФУПМ,доцент,д.н.
Егоров Ж.Р.,ФЭТ,,к.н.
Иванов А.А.,ФЭТ,доцент,к.н.
Морозов Ж.Р.,ФИВТ,доцент,д.н.
Иванов Д.С.,ФФ,,
Егоров Е.П.,ФИВТ,доцент,д.н.
Морозов Е.П.,ФФ,доцент,к.н.
Соколов Г.Н.,ФРТ,,к.н.
Морозов М.Ю.,ИТМО,ассистент,к.н.
Петров В.И.,ИТМО,ассистент,
Кузнецов Д.С.,ФЭТ,доцент,
Смирнов Г.Н.,ФПМИ,профессор,
Козлов М.Ю.,ФИВТ,доцент,
Егоров Б.В.,ФИТ,доцент,д.н.
Волков В.И.,ФИВТ,,д.н.
Волков К.М.,ФЭТ,доцент,к.н.
Семенов Е.П.,ФМиЕН,доцент,д.н.
Иванов З.Т.,ФМиЕН,профессор,
Морозов Г.Н.,ФМиЕН,,д.н.
Семенов А.А.,ФФ,ассистент,к.н.
Смирнов Л.О.,ФПМИ,,
Лебедев Л.О.,ИТМО,,д.н.
Кузнецов Д.С.,ФЭТ,,д.н.
Соколов В.И.,ФПМИ,,к.н.
Кузнецов М.Ю.,ФИВТ,доцент,к.н.
Петров Д.С.,ФМиЕН,доцент,д.н.
Алексеев З.Т.,ФПМИ,,
Лебедев Д.С.,ИТМО,,
Кузнецов Е.П.,ФИВТ,доцент,к.н.
Петров Д.С.,ФЭТ,профессор,д.н.
Лебедева Ж.Р.,ФУПМ,профессор,д.н.
Петров Г.Н.,ФФ,доцент,
Козлов В.И.,ФМиЕН,доцент,к.н.
Сидоров И.К.,ФФ,профессор,к.н.
Кузнецов В.И.,ФМиМ,,к.н.
Попов М.Ю.,ИТМО,доцент,к.н.
Попов Л.О.,ФФ,,к.н.
Семенов В.И.,ФПМИ,профессор,д.н.
Попов З.Т.,ФРТ,ассистент,
Петров И.К.,ФИВТ,доцент,к.н.
Соколов Ж.Р.,ФРТ,профессор,
Попов А.А.,ФИТ,,
Иванов Д.С.,ИТМО,доцент,
Козлов Д.С.,ФПМИ,,д.н.
Волков М.Ю.,ФПМИ,ассистент,
Егоров И.К.,ФРТ,профессор,
Волков В.И.,ФМиЕН,ассистент,к.н.
Лебедева М.Ю.,ФИТ,доцент,д.н.
Морозов В.И.,ФРТ,ассистент,
Кузнецов М.Ю.,ФЭТ,доцент,
Козлов И.К.,ФУПМ,доцент,
Лебедев Е.П.,ФУПМ,профессор,к.н.
Алексеев Д.С.,ФИТ,,д.н.
Козлов Ж.Р.,ФМиЕН,профессор,д.н.
Лебедев Б.В.,ФЭТ,доцент,к.н.
Смирнов Е.П.,ФИТ,,
Лебедева Ж.Р.,ФИВТ,ассистент,
Козлов Е.П.,ФМиЕН,ассистент,к.н.
Кузнецов З.Т.,ФФ,,к.н.
Соколов Г.Н.,ФМиМ,доцент,д.н.
Лебедев Б.В.,ФФ,ассистент,д.н.
Сидоров К.М.,ФРТ,ассистент,к.н.
Алексеев Е.П.,ФМиМ,профессор,
Смирнов Е.П.,ИТМО,,д.н.
Иванов Ж.Р.,ФИВТ,доцент,к.н.
Алексеев Л.О.,ФМиЕН,ассистент,
Алексеев Д.С.,ФИТ,профессор,
Смирнов Г.Н.,ФМиМ,профессор,
Соколов К.М.,ФМиМ,профессор,
Соколов Д.С.,ИТМО,доцент,д.н.
Попов Д.С.,ФФ,,д.н.
Лебедева Л.О.,ФМиЕН,ассистент,к.н.
Кузнецов В.И.,ФМиЕН,доцент,д.н.
Лебедев З.Т.,ИТМО,профессор,
Новиков К.М.,ФФ,профессор,д.н.
Петров Б.В.,ФМиМ,,к.н.
Петров Д.С.,ФЭТ,,д.н.
Иванов Д.С.,ФМиЕН,,д.н.
Алексеев М.Ю.,ФУПМ,,д.н.
Попов М.Ю.,ФИВТ,доцент,
Кузнецов И.К.,ИТМО,,д.н.
Алексеев А.А.,ИТМО,доцент,к.н.
Новиков Б.В.,ФИТ,,к.н.
Смирнов А.А.,ФИТ,профессор,к.н.
Иванов К.М.,ФРТ,,д.н.
Лебедев Г.Н.,ФФ,профессор,к.н.
Волков Г.Н.,ФРТ,профессор,
Волков З.Т.,ФМиМ,доцент,
Кузнецов З.Т.,ФФ,,
Лебедев А.А.,ФУПМ,,
Смирнов А.А.,ФМиМ,доцент,
Козлов Б.В.,ФРТ,,д.н.
Петров Л.О.,ИТМО,,к.н.
Смирнов М.Ю.,ФПМИ,доцент,д.н.
Егоров Б.В.,ФФ,,
Петров М.Ю.,ФМиЕН,профессор,
Сидоров Л.О.,ФИВТ,профессор,к.н.
Волков В.И.,ФЭТ,доцент,
Сидоров Б.В.,ФЭТ,доцент,к.н.
Новиков Г.Н.,ФПМИ,доцент,д.н.
Семенов М.Ю.,ФРТ,ассистент,к.н.
Козлов К.М.,ФЭТ,профессор,д.н.
Попов В.И.,ФРТ,ассистент,
Волков Д.С.,ФИВТ,,к.н.
Сидоров З.Т.,ФИВТ,доцент,
Петров Л.О.,ФРТ,,д.н.
Морозов В.И.,ФРТ,,к.н.
Лебедев К.М.,ФИВТ,,
Новиков А.А.,ФИВТ,профессор,д.н.
Кузнецов В.И.,ФМиЕН,доцент,
Соколов Ж.Р.,ФУПМ,ассистент,
Морозов Л.О.,ФФ,профессор,к.н.
Иванов М.Ю.,ФИВТ,ассистент,
Соколов Д.С.,ФПМИ,ассистент,
Алексеев Л.О.,ФПМИ,,к.н.
Морозов Е.П.,ФИТ,доцент,
Лебедева Ж.Р.,ИТМО,профессор,д.н.
Волков Д.С.,ФУПМ,профессор,
Козлов М.Ю.,ФИВТ,доцент,д.н.
Алексеев Л.О.,ФРТ,ассистент,д.н.
Егоров М.Ю.,ФПМИ,,к.н.
Петров И.К.,ФРТ,ассистент,д.н.
Сидоров В.И.,ФРТ,ассистент,
Лебедев Л.О.,ФРТ,профессор,к.н.
Соколов Е.П.,ФИТ,доцент,к.н.
Попов В.И.,ФПМИ,профессор,
Смирнов А.А.,ФУПМ,доцент,д.н.
Алексеев Д.С.,ИТМО,,к.н.
Волков Ж.Р.,ФИВТ,ассистент,д.н.
Сидоров Ж.Р.,ИТМО,доцент,к.н.
Волков И.К.,ФЭТ,,
Морозов К.М.,ФЭТ,ассистент,д.н.
Смирнов Б.В.,ФЭТ,,д.н.
Егоров Е.П.,ФРТ,доцент,к.н.
Егоров Д.С.,ФИТ,ассистент,д.н.
Морозов Ж.Р.,ФМиМ,,д.н.
Лебедева Д.С.,ФЭТ,профессор,д.н.
Козлов К.М.,ФМиЕН,,к.н.
Алексеев З.Т.,ФМиМ,профессор,
Смирнов А.А.,ФФ,,
Новиков В.И.,ФПМИ,доцент,д.н.
Алексеев И.К.,ФПМИ,доцент,
Морозов М.Ю.,ФМиМ,ассистент,к.н.
Егоров Л.О.,ФМиМ,профессор,к.н.
Козлов Ж.Р.,ФФ,,к.н.
Новиков Д.С.,ФМиМ,доцент,
Смирнов Е.П.,ФИВТ,,
Соколов Б.В.,ФИТ,ассистент,
Петров З.Т.,ФЭТ,,д.н.
Смирнов З.Т.,ФФ,,к.н.
Морозов З.Т.,ФИТ,доцент,
Морозов Л.О.,ИТМО,профессор,
Сидоров И.К.,ФПМИ,ассистент,к.н.
Егоров Л.О.,ФМиЕН,ассистент,
Соколов З.Т.,ФМиЕН,ассистент,к.н.
Соколов З.Т.,ФФ,профессор,
Сидоров М.Ю.,ФМиЕН,доцент,д.н.
Лебедева Ж.Р.,ФУПМ,,к.н.
Алексеев А.А.,ФРТ,ассистент,к.н.
Лебедев Г.Н.,ФМиЕН,профессор,к.н.
Семенов Е.П.,ФИТ,профессор,д.н.
Кузнецов Д.С.,ФИТ,ассистент,к.н.
Соколов Д.С.,ИТМО,доцент,д.н.
Лебедева Ж.Р.,ФПМИ,доцент,д.н.
Новиков Б.В.,ФФ,ассистент,к.н.
Новиков Ж.Р.,ФМиЕН,ассистент,к.н.
Сидоров В.И.,ФРТ,ассистент,
Смирнов Г.Н.,ФЭТ,профессор,
Петров Д.С.,ФИВТ,,
