fio,faculty,title,degree
Соколов Ж.Р.,ФПМИ,ассистент,к.н.
Новиков Д.С.,ФПМИ,доцент,
Сидоров Д.С.,ФПМИ,ассистент,
Новиков И.К.,ФУПМ,доцент,к.н.
Сидоров Д.С.,ФМиЕН,ассистент,
Новиков Ж.Р.,ФМиМ,,д.н.
Алексеев Л.О.,ФИТ,доцент,д.н.
Новиков З.Т.,ФЭТ,ассистент,к.н.
Волков М.Ю.,ФИТ,ассистент,
Петров М.Ю.,ФРТ,,д.н.
Козлов В.И.,ИТМО,,д.н.
Кузнецов А.А.,ФРТ,,к.н.
Алексеев Ж.Р.,ФМиЕН,ассистент,
Волков К.М.,ФМиЕН,профессор,к.н.
Лебедев Л.О.,ФИТ,профессор,д.н.
Лебедева Е.П.,ФФ,доцент,д.н.
Кузнецов А.А.,ФМиЕН,ассистент,
Сидоров Ж.Р.,ФИТ,профессор,к.н.
Морозов Г.Н.,ФМиЕН,ассистент,д.н.
Лебедев И.К.,ФИВТ,профессор,д.н.
Новиков З.Т.,ИТМО,,д.н.
Волков З.Т.,ФЭТ,доцент,д.н.
Лебедева В.И.,ФИВТ,профессор,
Лебедев З.Т.,ФФ,,к.н.
Лебедева К.М.,ФМиЕН,профессор,
Сидоров В.И.,ФУПМ,профессор,к.н.
Кузнецов И.К.,ИТМО,,д.н.
Алексеев К.М.,ФУПМ,профессор,к.н.
Лебедев Г.Н.,ФФ,ассистент,к.н.
Семенов Б.В.,ФИВТ,ассистент,д.н.
Морозов И.К.,ФПМИ,доцент,к.н.
Новиков З.Т.,ФМиЕН,профессор,д.н.
Соколов Ж.Р.,ФФ,,
Лебедева М.Ю.,ФМиМ,,д.н.
Козлов Д.С.,ФФ,,к.н.
Егоров З.Т.,ФЭТ,доцент,к.н.
Семенов Ж.Р.,ИТМО,доцент,
Егоров Е.П.,ФРТ,профессор,
Соколов М.Ю.,ФФ,ассистент,
Семенов Б.В.,ФПМИ,,
Сидоров В.И.,ФПМИ,,
Лебедева М.Ю.,ФИТ,профессор,д.н.
Иванов К.М.,ФИВТ,,
Лебедев З.Т.,ФПМИ,доцент,д.н.
Петров А.А.,ФЭТ,ассистент,
Семенов Г.Н.,ФФ,профессор,
Волков Ж.Р.,ФПМИ,доцент,
Иванов А.А.,ФМиМ,профессор,к.н.
Соколов З.Т.,ФФ,доцент,д.н.
Лебедев З.Т.,ФЭТ,,к.н.
Лебедева З.Т.,ФУПМ,,д.н.
Иванов К.М.,ФЭТ,,к.н.
Сидоров Б.В.,ФЭТ,доцент,к.н.
Попов Е.П.,ФФ,,к.н.
Алексеев М.Ю.,ФМиМ,,д.н.
Козлов Д.С.,ФРТ,ассистент,д.н.
Алексеев Е.П.,ФРТ,профессор,к.н.
Новиков В.И.,ФФ,,к.н.
Морозов Л.О.,ФФ,,к.н.
Иванов И.К.,ИТМО,,к.н.
Лебедев Е.П.,ИТМО,,д.н.
Соколов З.Т.,ФПМИ,профессор,
Петров Г.Н.,ФУПМ,доцент,к.н.
Иванов А.А.,ФФ,доцент,д.н.
Новиков А.А.,ФИТ,,д.н.
Попов Л.О.,ФПМИ,ассистент,д.н.
Сидоров М.Ю.,ФИТ,профессор,д.н.
Новиков Ж.Р.,ФПМИ,ассистент,к.н.
Морозов Л.О.,ФРТ,ассистент,д.н.
Петров Б.В.,ФИТ,,д.н.
Семенов Б.В.,ФИТ,профессор,д.н.
Иванов Ж.Р.,ФЭТ,доцент,д.н.
Семенов Л.О.,ФРТ,ассистент,д.н.
Козлов А.А.,ФУПМ,,к.н.
Волков Б.В.,ФРТ,доцент,
Семенов М.Ю.,ФРТ,,д.н.
Соколов В.И.,ФМиМ,,д.н.
Сидоров А.А.,ФЭТ,профессор,
Алексеев Б.В.,ИТМО,ассистент,к.н.
Алексеев Л.О.,ФУПМ,ассистент,
Семенов А.А.,ФФ,ассистент,к.н.
Сидоров Л.О.,ФМиМ,ассистент,д.н.
Егоров Б.В.,ФУПМ,доцент,
Иванов М.Ю.,ФМиЕН,ассистент,д.н.
Морозов Г.Н.,ФПМИ,доцент,к.н.
Соколов М.Ю.,ИТМО,доцент,к.н.
Сидоров Ж.Р.,ФПМИ,ассистент,к.н.
Козлов М.Ю.,ФМиМ,,
Новиков Д.С.,ФМиМ,профессор,д.н.
Алексеев К.М.,ФМиМ,,к.н.
Петров В.И.,ФМиЕН,доцент,
Попов Л.О.,ФМиЕН,,к.н.
Алексеев Б.В.,ФИВТ,ассистент,
Соколов З.Т.,ФМиМ,доцент,д.н.
Соколов Б.В.,ИТМО,,к.н.
Лебедев Г.Н.,ФПМИ,профессор,д.н.
Новиков Г.Н.,ФИТ,профессор,к.н.
Лебедева З.Т.,ФРТ,,
Петров В.И.,ФРТ,ассистент,к.н.
Егоров Б.В.,ФФ,профессор,д.н.
Смирнов И.К.,ФПМИ,профессор,
Новиков А.А.,ФИВТ,,д.н.
Соколов Г.Н.,ФМиЕН,профессор,д.н.
Иванов Е.П.,ФУПМ,ассистент,
Смирнов Ж.Р.,ФИВТ,,
Кузнецов Б.В.,ФФ,,д.н.
Петров Ж.Р.,ФИВТ,,к.н.
Козлов И.К.,ФРТ,профессор,
Петров З.Т.,ФПМИ,профессор,д.н.
Козлов Е.П.,ФПМИ,доцент,
Смирнов Г.Н.,ФМиЕН,профессор,к.н.
Иванов А.А.,ФПМИ,профессор,д.н.
Морозов Ж.Р.,ФФ,профессор,к.н.
Новиков И.К.,ФФ,ассистент,д.н.
Козлов М.Ю.,ФИТ,,д.н.
Кузнецов К.М.,ФФ,доцент,д.н.
Кузнецов Д.С.,ФФ,,
Козлов В.И.,ФПМИ,ассистент,к.н.
Новиков М.Ю.,ФФ,ассистент,д.н.
Морозов М.Ю.,ФРТ,,к.н.
Соколов А.А.,ФФ,ассистент,к.н.
Семенов М.Ю.,ФМиМ,профессор,
Смирнов К.М.,ФПМИ,доцент,к.н.
Лебедев А.А.,ФРТ,ассистент,
Козлов Е.П.,ФИТ,ассистент,д.н.
Морозов К.М.,ФИВТ,профессор,д.н.
Попов З.Т.,ФПМИ,ассистент,к.н.
Попов М.Ю.,ФИВТ,доцент,
Морозов И.К.,ФИТ,ассистент,к.н.
Лебедев Б.В.,ФРТ,профессор,
Семенов К.М.,ФФ,доцент,
Лебедев Д.С.,ФМиМ,профессор,
Иванов Е.П.,ИТМО,профессор,д.н.
Смирнов К.М.,ФИВТ,профессор,к.н.
Кузнецов В.И.,ФУПМ,профессор,к.н.
Егоров Е.П.,ФИТ,,д.н.
Волков И.К.,ФРТ,,к.н.
Козлов Д.С.,ФРТ,доцент,
Иванов И.К.,ФПМИ,доцент,д.н.
Смирнов К.М.,ИТМО,доцент,д.н.
Соколов Ж.Р.,ФУПМ,ассистент,д.н.
Сидоров Ж.Р.,ФЭТ,профессор,
Семенов Е.П.,ФМиЕН,,д.н.
Лебедев М.Ю.,ФФ,доцент,к.н.
Алексеев Л.О.,ФМиЕН,доцент,д.н.
Сидоров М.Ю.,ФУПМ,ассистент,к.н.
Соколов И.К.,ИТМО,профессор,д.н.
Новиков К.М.,ФМиЕН,ассистент,д.н.
Волков Г.Н.,ФИВТ,профессор,д.н.
Кузнецов Л.О.,ФРТ,доцент,д.н.
Смирнов В.И.,ФМиМ,профессор,
Алексеев Л.О.,ФРТ,ассистент,к.н.
Лебедева А.А.,ИТМО,ассистент,к.н.
Волков Ж.Р.,ФФ,ассистент,к.н.
Петров Л.О.,ФЭТ,ассистент,
Семенов З.Т.,ФРТ,доцент,д.н.
Кузнецов Г.Н.,ФПМИ,,к.н.
Лебедева Ж.Р.,ФУПМ,ассистент,
Лебедев Е.П.,ФМиЕН,профессор,
Сидоров И.К.,ФРТ,профессор,д.н.
Смирнов Е.П.,ФЭТ,профессор,д.н.
Козлов М.Ю.,ФУПМ,профессор,
Морозов Г.Н.,ФФ,профессор,к.н.
Волков Г.Н.,ФМиЕН,ассистент,
Кузнецов Ж.Р.,ИТМО,,к.н.
Кузнецов А.А.,ФИТ,профессор,
Смирнов М.Ю.,ФМиМ,,
Морозов З.Т.,ФЭТ,,д.н.
Кузнецов М.Ю.,ФПМИ,,д.н.
Соколов Ж.Р.,ФУПМ,,
Новиков В.И.,ФМиЕН,доцент,
Смирнов К.М.,ФИВТ,ассистент,
Новиков М.Ю.,ФИВТ,ассистент,д.н.
Кузнецов А.А.,ФЭТ,,к.н.
Алексеев И.К.,ФИВТ,,
Лебедева И.К.,ФРТ,профессор,
Алексеев З.Т.,ФПМИ,профессор,д.н.
Волков М.Ю.,ФИВТ,,д.н.
Попов З.Т.,ФРТ,профессор,
Иванов К.М.,ФРТ,ассистент,к.н.
Волков Б.В.,ФПМИ,ассистент,
Иванов К.М.,ФИТ,ассистент,д.н.
Кузнецов Д.С.,ФМиЕН,профессор,к.н.
Морозов И.К.,ФЭТ,,
Смирнов М.Ю.,ФУПМ,ассистент,к.н.
Семенов Д.С.,ФУПМ,ассистент,д.н.
Морозов В.И.,ФМиМ,профессор,к.н.
Семенов И.К.,ФУПМ,профессор,д.н.
Новиков М.Ю.,ФИВТ,,к.н.
Егоров Д.С.,ИТМО,профессор,д.н.
Егоров А.А.,ФМиЕН,профессор,к.н.
Кузнецов А.А.,ФЭТ,,
Смирнов Г.Н.,ФЭТ,доцент,д.н.
Попов М.Ю.,ФУПМ,доцент,д.н.
Петров Л.О.,ФЭТ,доцент,д.н.
Соколов И.К.,ФРТ,профессор,к.н.
Новиков Г.Н.,ФЭТ,профессор,
Иванов И.К.,ФИВТ,доцент,
Козлов В.И.,ФРТ,,
Лебедев Г.Н.,ФРТ,,
Семенов И.К.,ФПМИ,доцент,д.н.
Новиков Г.Н.,ФМиМ,ассистент,к.н.
Волков Д.С.,ФФ,ассистент,к.н.
Егоров З.Т.,ФУПМ,ассистент,к.н.
Соколов З.Т.,ФРТ,доцент,
Алексеев А.А.,ФУПМ,доцент,к.н.
Алексеев В.И.,ФФ,профессор,д.н.
Алексеев М.Ю.,ФРТ,профессор,д.н.
Егоров Г.Н.,ФПМИ,,д.н.
Попов Е.П.,ФПМИ,профессор,к.н.
Алексеев К.М.,ИТМО,профессор,к.н.
Волков В.И.,ФИВТ,ассистент,
Лебедева Л.О.,ФРТ,профессор,
Попов Е.П.,ФПМИ,доцент,
Семенов Ж.Р.,ФПМИ,доцент,д.н.
Петров Ж.Р.,ФУПМ,доцент,д.н.
Семенов К.М.,ФРТ,доцент,к.н.
Сидоров В.И.,ИТМО,профессор,д.н.
Иванов Б.В.,ФИТ,доцент,
Соколов В.И.,ФРТ,доцент,к.н.
Новиков Ж.Р.,ФУПМ,доцент,д.н.
Морозов З.Т.,ФПМИ,ассистент,
Волков И.К.,ФРТ,ассистент,
Смирнов К.М.,ФПМИ,ассистент,к.н.
Смирнов З.Т.,ФЭТ,доцент,
Новиков К.М.,ФЭТ,доцент,д.н.
Иванов Е.П.,ФИВТ,доцент,д.н.
Попов И.К.,ФИТ,,д.н.
Лебедева Д.С.,ФМиМ,профессор,д.н.
Волков Г.Н.,ИТМО,ассистент,
Козлов В.И.,ФФ,доцент,к.н.
Егоров Ж.Р.,ФМиЕН,ассистент,д.н.
Лебедев М.Ю.,ФМиМ,,
Лебедева З.Т.,ФПМИ,ассистент,
Козлов Л.О.,ФМиЕН,доцент,д.н.
Алексеев М.Ю.,ФУПМ,доцент,д.н.
Петров З.Т.,ФМиМ,ассистент,
Алексеев Б.В.,ФИВТ,,к.н.
Волков В.И.,ФИВТ,профессор,
Егоров Г.Н.,ФИВТ,ассистент,к.н.
Лебедев Ж.Р.,ФПМИ,ассистент,
Соколов Ж.Р.,ФПМИ,,к.н.
Лебедева Д.С.,ФИТ,ассистент,к.н.
Морозов К.М.,ФЭТ,,к.н.
Попов Д.С.,ФИВТ,профессор,
Сидоров З.Т.,ФИВТ,,к.н.
Попов Б.В.,ФУПМ,ассистент,к.н.
Козлов Л.О.,ФУПМ,,д.н.
Семенов В.И.,ФИВТ,доцент,д.н.
Сидоров Л.О.,ИТМО,доцент,к.н.
Волков А.А.,ФУПМ,,д.н.
Лебедев К.М.,ФИВТ,ассистент,к.н.
Смирнов И.К.,ФИВТ,профессор,
Новиков М.Ю.,ФПМИ,доцент,д.н.
Соколов И.К.,ИТМО,,
Соколов М.Ю.,ФИВТ,,
Лебедева М.Ю.,ФРТ,,к.н.
Кузнецов А.А.,ИТМО,,
Волков А.А.,ФРТ,ассистент,
Иванов Г.Н.,ФМиЕН,,
Морозов К.М.,ФРТ,,
Новиков В.И.,ФИВТ,профессор,д.н.
Лебедев К.М.,ФМиЕН,,
Петров Д.С.,ФПМИ,профессор,к.н.
Сидоров Л.О.,ФМиЕН,ассистент,
Петров Б.В.,ИТМО,доцент,к.н.
Лебедев Ж.Р.,ФРТ,ассистент,
Егоров З.Т.,ФЭТ,,
Сидоров М.Ю.,ИТМО,,
Новиков А.А.,ФЭТ,доцент,к.н.
Егоров Л.О.,ФИВТ,доцент,к.н.
Сидоров В.И.,ФУПМ,доцент,к.н.
Алексеев Д.С.,ФИТ,профессор,к.н.
Новиков Г.Н.,ФРТ,доцент,д.н.
Новиков К.М.,ФМиМ,ассистент,к.н.
Семенов З.Т.,ФИТ,профессор,
Соколов Л.О.,ФИТ,доцент,
Козлов В.И.,ФПМИ,,д.н.
Иванов Л.О.,ФУПМ,,д.н.
Кузнецов М.Ю.,ИТМО,,
Лебедев З.Т.,ФФ,профессор,д.н.
Лебедева Л.О.,ФУПМ,профессор,
Новиков Е.П.,ИТМО,профессор,д.н.
Сидоров И.К.,ФЭТ,ассистент,к.н.
Петров К.М.,ФМиЕН,доцент,к.н.
Морозов Ж.Р.,ФИТ,профессор,
Лебедев Б.В.,ФПМИ,профессор,
Смирнов А.А.,ФУПМ,профессор,
Морозов З.Т.,ФИВТ,доцент,к.н.
Алексеев Д.С.,ФУПМ,ассистент,к.н.
Попов Б.В.,ФПМИ,,д.н.
Лебедев Л.О.,ИТМО,доцент,д.н.
Смирнов Б.В.,ФИВТ,ассистент,к.н.
Сидоров М.Ю.,ФЭТ,,д.н.
Лебедев Е.П.,ФУПМ,профессор,к.н.
Смирнов Б.В.,ФМиЕН,ассистент,д.н.
Алексеев Л.О.,ФЭТ,профессор,д.н.
Козлов Ж.Р.,ФРТ,ассистент,к.н.
Семенов Б.В.,ФЭТ,,к.н.
Семенов М.Ю.,ФИТ,доцент,д.н.
Егоров Д.С.,ФМиМ,,к.н.
Новиков Д.С.,ФЭТ,доцент,
Попов А.А.,ФФ,доцент,к.н.
Волков Ж.Р.,ИТМО,доцент,
Петров Л.О.,ФФ,доцент,к.н.
Семенов Е.П.,ФРТ,профессор,к.н.
Козлов В.И.,ФРТ,профессор,к.н.
Лебедев Е.П.,ФЭТ,ассистент,
Лебедев М.Ю.,ФЭТ,профессор,к.н.
Иванов З.Т.,ФФ,ассистент,к.н.
Алексеев Г.Н.,ФМиЕН,ассистент,д.н.
Иванов Б.В.,ФФ,профессор,к.н.
Алексеев К.М.,ФРТ,ассистент,
Новиков И.К.,ИТМО,профессор,
Новиков И.К.,ФПМИ,профессор,д.н.
Морозов Ж.Р.,ФПМИ,,к.н.
Сидоров Е.П.,ФИВТ,профессор,д.н.
Козлов Б.В.,ФПМИ,,
Алексеев Г.Н.,ФМиМ,профессор,к.н.
Семенов И.К.,ФИВТ,профессор,
