fio,faculty,title,degree
Лебедева В.И.,ФМиЕН,профессор,к.н.
Кузнецов Ж.Р.,ФЭТ,ассистент,к.н.
Морозов Ж.Р.,ИТМО,профессор,
Морозов А.А.,ФУПМ,доцент,д.н.
Семенов К.М.,ФРТ,профессор,д.н.
Соколов Б.В.,ФРТ,ассистент,к.н.
Новиков М.Ю.,ФФ,доцент,д.н.
Лебедев К.М.,ФУПМ,,д.н.
Егоров В.И.,ФМиЕН,ассистент,
Волков Ж.Р.,ИТМО,доцент,д.н.
Попов М.Ю.,ФФ,доцент,к.н.
Попов З.Т.,ФМиМ,доцент,к.н.
Смирнов К.М.,ФРТ,доцент,
Смирнов Ж.Р.,ИТМО,профессор,д.н.
Смирнов К.М.,ФИВТ,профессор,д.н.
Егоров И.К.,ФМиМ,,д.н.
Попов Д.С.,ИТМО,доцент,
Морозов Б.В.,ФМиЕН,ассистент,д.н.
Смирнов М.Ю.,ФФ,профессор,
Семенов З.Т.,ФФ,профессор,
Алексеев Е.П.,ИТМО,профессор,
Алексеев З.Т.,ФИТ,ассистент,
Козлов Л.О.,ФУПМ,,д.н.
Лебедева З.Т.,ФЭТ,профессор,д.н.
Попов К.М.,ИТМО,,
Морозов Ж.Р.,ФУПМ,доцент,д.н.
Козлов Б.В.,ФИТ,ассистент,
Алексеев В.И.,ФФ,профессор,д.н.
Козлов Е.П.,ФМиМ,профессор,
Попов Л.О.,ФМиЕН,ассистент,к.н.
Лебедев В.И.,ФМиЕН,,к.н.
Сидоров В.И.,ФМиМ,профессор,д.н.
Егоров Ж.Р.,ФФ,профессор,к.н.
Сидоров Г.Н.,ФПМИ,,к.н.
Сидоров Л.О.,ФИТ,профессор,к.н.
Лебедев А.А.,ФПМИ,доцент,д.н.
Егоров Б.В.,ФЭТ,доцент,д.н.
Лебедев К.М.,ФЭТ,доцент,д.н.
Кузнецов З.Т.,ФМиМ,ассистент,
Новиков З.Т.,ФПМИ,профессор,д.н.
Сидоров М.Ю.,ФМиЕН,ассистент,к.н.
Козлов Д.С.,ФФ,доцент,к.н.
Смирнов К.М.,ФИВТ,профессор,д.н.
Волков М.Ю.,ФУПМ,профессор,
Петров Ж.Р.,ИТМО,доцент,к.н.
Лебедева В.И.,ФМиЕН,,к.н.
Кузнецов М.Ю.,ФУПМ,профессор,к.н.
Новиков Г.Н.,ФПМИ,доцент,д.н.
Лебедева В.И.,ФМиМ,профессор,
Морозов Д.С.,ФУПМ,профессор,д.н.
Попов К.М.,ФЭТ,доцент,д.н.
Смирнов Е.П.,ФИВТ,,д.н.
Попов И.К.,ФИТ,доцент,к.н.
Егоров Б.В.,ФИВТ,доцент,д.н.
Лебедев К.М.,ФМиЕН,ассистент,
Алексеев З.Т.,ФМиЕН,,д.н.
Иванов Ж.Р.,ФИТ,профессор,д.н.
Лебедева М.Ю.,ФИВТ,ассистент,д.н.
Кузнецов Б.В.,ФЭТ,профессор,к.н.
Морозов Л.О.,ФИВТ,доцент,
Иванов А.А.,ФИТ,доцент,к.н.
Егоров К.М.,ФРТ,профессор,д.н.
Егоров Е.П.,ИТМО,профессор,к.н.
Новиков В.И.,ФИВТ,,д.н.
Егоров К.М.,ФИТ,доцент,
Семенов Л.О.,ФИВТ,,к.н.
Алексеев З.Т.,ИТМО,,д.н.
Иванов Д.С.,ФРТ,ассистент,к.н.
Сидоров К.М.,ФИТ,профессор,
Лебедев Г.Н.,ФМиЕН,доцент,к.н.
Семенов К.М.,ФФ,,к.н.
Лебедева Д.С.,ИТМО,доцент,к.н.
Лебедев Е.П.,ФИВТ,доцент,д.н.
Новиков Е.П.,ФФ,,
Новиков Ж.Р.,ФРТ,ассистент,д.н.
Соколов Л.О.,ФУПМ,,
Лебедева Л.О.,ФМиМ,ассистент,
Волков З.Т.,ФРТ,ассистент,к.н.
Иванов И.К.,ФРТ,ассистент,
Алексеев Ж.Р.,ФПМИ,,
Морозов К.М.,ФУПМ,доцент,
Попов Г.Н.,ФЭТ,доцент,к.н.
Егоров Д.С.,ФЭТ,,к.н.
Соколов Б.В.,ФФ,,
Морозов Ж.Р.,ФУПМ,,д.н.
Иванов Л.О.,ФМиЕН,профессор,
Алексеев М.Ю.,ФИТ,,к.н.
Егоров З.Т.,ФПМИ,доцент,д.н.
Морозов М.Ю.,ФМиМ,профессор,
Сидоров З.Т.,ФУПМ,ассистент,
Морозов Д.С.,ФУПМ,доцент,д.н.
Новиков З.Т.,ФУПМ,доцент,к.н.
Иванов А.А.,ФМиЕН,,
Смирнов К.М.,ФИВТ,профессор,д.н.
Новиков А.А.,ФРТ,профессор,д.н.
Козлов З.Т.,ФРТ,доцент,к.н.
Семенов М.Ю.,ФФ,профессор,
Алексеев Ж.Р.,ФЭТ,,к.н.
Петров Л.О.,ФИВТ,профессор,д.н.
Иванов Ж.Р.,ФФ,ассистент,д.н.
Егоров И.К.,ФМиЕН,ассистент,
Алексеев Б.В.,ФИВТ,доцент,д.н.
Морозов Д.С.,ФМиЕН,ассистент,
Алексеев А.А.,ФЭТ,ассистент,д.н.
Кузнецов М.Ю.,ИТМО,профессор,к.н.
Сидоров Е.П.,ФФ,доцент,д.н.
Морозов В.И.,ФПМИ,ассистент,
Волков М.Ю.,ИТМО,,д.н.
Сидоров В.И.,ФПМИ,профессор,к.н.
Кузнецов Б.В.,ФРТ,ассистент,д.н.
Смирнов Л.О.,ФИВТ,,д.н.
Лебедева З.Т.,ФЭТ,,к.н.
Егоров Д.С.,ФРТ,,д.н.
Попов Л.О.,ФМиЕН,доцент,д.н.
Соколов Б.В.,ФМиМ,,к.н.
Новиков И.К.,ФУПМ,профессор,
Козлов В.И.,ФФ,ассистент,д.н.
Козлов А.А.,ФИВТ,,д.н.
Волков З.Т.,ФМиЕН,профессор,д.н.
Сидоров К.М.,ФМиМ,доцент,д.н.
Лебедева Ж.Р.,ФМиМ,,д.н.
Лебедева Л.О.,ФФ,профессор,д.н.
Алексеев М.Ю.,ФРТ,доцент,к.н.
Алексеев Д.С.,ФФ,доцент,
Смирнов А.А.,ИТМО,,д.н.
Кузнецов М.Ю.,ФИТ,ассистент,д.н.
Соколов К.М.,ФФ,профессор,к.н.
Морозов А.А.,ФМиМ,доцент,д.н.
Лебедев Л.О.,ФФ,доцент,д.н.
Алексеев В.И.,ФУПМ,доцент,к.н.
Семенов Ж.Р.,ФУПМ,ассистент,
Новиков Д.С.,ФМиМ,доцент,к.н.
Соколов Л.О.,ФПМИ,ассистент,к.н.
Алексеев Л.О.,ФМиМ,доцент,к.н.
Соколов Б.В.,ФФ,,д.н.
Петров И.К.,ФМиЕН,профессор,к.н.
Алексеев А.А.,ФМиЕН,профессор,
Морозов З.Т.,ФЭТ,доцент,
Лебедев Ж.Р.,ФЭТ,ассистент,к.н.
Иванов Е.П.,ФМиЕН,доцент,д.н.
Лебедев А.А.,ИТМО,доцент,к.н.
Алексеев В.И.,ИТМО,профессор,д.н.
Попов Г.Н.,ИТМО,доцент,д.н.
Семенов А.А.,ФИВТ,,д.н.
Морозов Л.О.,ФФ,профессор,к.н.
Попов Б.В.,ФПМИ,ассистент,к.н.
Попов Ж.Р.,ФПМИ,профессор,к.н.
Петров М.Ю.,ФФ,ассистент,
Петров Г.Н.,ФИВТ,профессор,к.н.
Волков А.А.,ФФ,,д.н.
Лебедева В.И.,ФИВТ,,
Семенов А.А.,ФФ,профессор,
Лебедева Г.Н.,ФПМИ,доцент,д.н.
Егоров Г.Н.,ФМиМ,ассистент,д.н.
Лебедев А.А.,ФИВТ,,к.н.
Иванов К.М.,ФУПМ,профессор,д.н.
Сидоров В.И.,ФЭТ,доцент,к.н.
Сидоров А.А.,ФИВТ,ассистент,д.н.
Морозов М.Ю.,ФРТ,профессор,
Новиков А.А.,ФПМИ,профессор,д.н.
Егоров Б.В.,ФФ,профессор,д.н.
Алексеев К.М.,ФЭТ,ассистент,к.н.
Кузнецов З.Т.,ФПМИ,,
Кузнецов А.А.,ИТМО,ассистент,к.н.
Попов М.Ю.,ФМиЕН,доцент,к.н.
Смирнов Б.В.,ФУПМ,профессор,
Попов Б.В.,ФИТ,доцент,д.н.
Петров Д.С.,ФПМИ,доцент,к.н.
Морозов З.Т.,ФИТ,доцент,к.н.
Попов Ж.Р.,ФИВТ,ассистент,к.н.
Семенов Л.О.,ФМиЕН,профессор,к.н.
Кузнецов В.И.,ФИТ,,д.н.
Алексеев Д.С.,ФРТ,доцент,д.н.
Смирнов Л.О.,ФИТ,,д.н.
Морозов М.Ю.,ФМиМ,профессор,к.н.
Кузнецов М.Ю.,ФИВТ,ассистент,к.н.
Петров З.Т.,ФЭТ,доцент,к.н.
Егоров Д.С.,ФМиМ,доцент,
Сидоров Л.О.,ИТМО,ассистент,
Петров Г.Н.,ФУПМ,доцент,
Лебедев Г.Н.,ФУПМ,,
Новиков К.М.,ФМиЕН,профессор,к.н.
Лебедев Г.Н.,ФМиМ,,д.н.
Морозов Г.Н.,ФМиЕН,ассистент,к.н.
Иванов Л.О.,ФРТ,,д.н.
Кузнецов В.И.,ФМиЕН,доцент,к.н.
Петров Е.П.,ФИВТ,профессор,к.н.
Егоров Д.С.,ИТМО,профессор,к.н.
Соколов З.Т.,ФИВТ,доцент,
Семенов В.И.,ФМиМ,,к.н.
Сидоров Г.Н.,ФЭТ,,к.н.
Семенов Б.В.,ФФ,ассистент,к.н.
Кузнецов А.А.,ФПМИ,,к.н.
Новиков А.А.,ИТМО,доцент,д.н.
Новиков Г.Н.,ФМиМ,,к.н.
Петров Е.П.,ФРТ,профессор,д.н.
Попов М.Ю.,ФИТ,профессор,
Петров Б.В.,ФИВТ,,к.н.
Семенов М.Ю.,ФФ,профессор,к.н.
Кузнецов А.А.,ФМиЕН,доцент,к.н.
Смирнов Е.П.,ФМиМ,,
Иванов И.К.,ФИТ,ассистент,
Семенов Л.О.,ИТМО,,
Иванов К.М.,ФМиЕН,профессор,д.н.
Егоров А.А.,ФФ,,к.н.
Петров Б.В.,ИТМО,доцент,к.н.
Лебедева Л.О.,ФРТ,,к.н.
Лебедева К.М.,ФМиЕН,ассистент,
Морозов В.И.,ФМиЕН,,
Попов Г.Н.,ИТМО,профессор,к.н.
Соколов Ж.Р.,ФФ,профессор,д.н.
Новиков Г.Н.,ФИВТ,ассистент,д.н.
Волков К.М.,ИТМО,доцент,к.н.
Смирнов Ж.Р.,ФФ,доцент,
Лебедева Г.Н.,ФЭТ,,
Волков Е.П.,ФИТ,,
Сидоров Л.О.,ИТМО,,к.н.
Лебедева Ж.Р.,ФФ,доцент,д.н.
Новиков Л.О.,ФПМИ,,к.н.
Смирнов Е.П.,ФИВТ,ассистент,
Козлов З.Т.,ИТМО,ассистент,
Лебедев Д.С.,ФЭТ,профессор,к.н.
Козлов Б.В.,ФУПМ,,
Сидоров Ж.Р.,ФИВТ,доцент,
Лебедева И.К.,ФИВТ,,к.н.
Егоров К.М.,ФИВТ,,д.н.
Морозов Б.В.,ФЭТ,доцент,к.н.
Семенов Г.Н.,ФЭТ,,к.н.
Морозов З.Т.,ФПМИ,ассистент,д.н.
Морозов Е.П.,ФЭТ,доцент,д.н.
Волков М.Ю.,ФПМИ,,
Смирнов З.Т.,ФМиЕН,ассистент,к.н.
Иванов К.М.,ФМиМ,ассистент,д.н.
Алексеев Ж.Р.,ФЭТ,доцент,к.н.
Козлов Л.О.,ФЭТ,профессор,к.н.
Соколов З.Т.,ФЭТ,,к.н.
Соколов Л.О.,ФЭТ,,к.н.
Иванов К.М.,ФПМИ,профессор,к.н.
Попов Д.С.,ФМиМ,,д.н.
Семенов А.А.,ФМиЕН,ассистент,к.н.
Лебедева Ж.Р.,ФУПМ,ассистент,
Лебедев А.А.,ФИВТ,профессор,
Семенов И.К.,ФУПМ,,к.н.
Попов В.И.,ФЭТ,доцент,к.н.
Лебедев М.Ю.,ФЭТ,профессор,
Козлов В.И.,ФМиМ,доцент,к.н.
Кузнецов В.И.,ФРТ,доцент,д.н.
Волков Б.В.,ФМиЕН,профессор,д.н.
Лебедева Д.С.,ФМиЕН,профессор,к.н.
Морозов Ж.Р.,ФМиЕН,доцент,д.н.
Егоров Е.П.,ФМиЕН,,к.н.
Кузнецов Л.О.,ФМиМ,ассистент,к.н.
Иванов Д.С.,ФФ,доцент,д.н.
Лебедев Е.П.,ФРТ,,к.н.
Сидоров Л.О.,ФИТ,,д.н.
Сидоров Е.П.,ФИТ,,к.н.
Иванов Л.О.,ФФ,профессор,д.н.
Лебедева Л.О.,ФРТ,ассистент,д.н.
Алексеев К.М.,ФМиЕН,профессор,
Лебедева К.М.,ФМиМ,ассистент,
Лебедева З.Т.,ФРТ,профессор,
Кузнецов А.А.,ФРТ,доцент,д.н.
Кузнецов Д.С.,ФФ,доцент,д.н.
Петров А.А.,ФУПМ,ассистент,д.н.
Сидоров Л.О.,ФМиЕН,,д.н.
Лебедева В.И.,ФЭТ,профессор,к.н.
Волков Б.В.,ИТМО,профессор,к.н.
Иванов А.А.,ФЭТ,доцент,д.н.
Семенов И.К.,ФПМИ,ассистент,д.н.
Соколов Б.В.,ФПМИ,доцент,
Морозов Ж.Р.,ФФ,,д.н.
Петров Л.О.,ФУПМ,доцент,
Иванов Г.Н.,ИТМО,,
Иванов Г.Н.,ФИТ,,д.н.
Лебедев З.Т.,ФЭТ,,
Иванов Г.Н.,ФИВТ,,
Лебедева Е.П.,ФИТ,профессор,д.н.
Сидоров Е.П.,ФИТ,ассистент,д.н.
Алексеев М.Ю.,ФИВТ,доцент,д.н.
Егоров Л.О.,ФМиЕН,ассистент,к.н.
Лебедева В.И.,ФМиЕН,,к.н.
Волков Д.С.,ФИТ,ассистент,к.н.
Кузнецов К.М.,ФПМИ,,
Егоров Ж.Р.,ФУПМ,доцент,д.н.
Лебедева Л.О.,ФИВТ,,
Семенов И.К.,ФЭТ,ассистент,д.н.
Волков Г.Н.,ФФ,доцент,
Смирнов В.И.,ФФ,профессор,к.н.
Смирнов Б.В.,ФИТ,,
Лебедев И.К.,ФЭТ,доцент,к.н.
Сидоров А.А.,ФЭТ,доцент,к.н.
Лебедева М.Ю.,ФИТ,профессор,
Морозов М.Ю.,ИТМО,доцент,к.н.
Попов И.К.,ФПМИ,ассистент,
Попов Б.В.,ФМиМ,доцент,к.н.
Иванов Б.В.,ФИВТ,профессор,к.н.
Смирнов Д.С.,ФИВТ,ассистент,
Кузнецов З.Т.,ФМиМ,доцент,
Соколов Г.Н.,ФМиМ,ассистент,
Алексеев А.А.,ФЭТ,,
Козлов Е.П.,ФМиМ,ассистент,д.н.
Сидоров И.К.,ИТМО,доцент,д.н.
Лебедева К.М.,ФМиЕН,доцент,к.н.
Козлов Е.П.,ФМиМ,ассистент,
Лебедев М.Ю.,ФРТ,ассистент,
Морозов Е.П.,ФМиМ,,
Козлов К.М.,ФЭТ,ассистент,к.н.
Лебедева В.И.,ФЭТ,доцент,к.н.
Лебедева Е.П.,ФМиЕН,,
Семенов Г.Н.,ФФ,профессор,к.н.
Волков З.Т.,ФЭТ,профессор,д.н.
Попов Г.Н.,ФЭТ,,к.н.
Алексеев Д.С.,ФРТ,доцент,к.н.
Соколов Ж.Р.,ФРТ,доцент,
Попов З.Т.,ФУПМ,доцент,д.н.
Лебедева В.И.,ИТМО,ассистент,к.н.
Новиков А.А.,ФРТ,ассистент,
Сидоров В.И.,ФИТ,ассистент,д.н.
Морозов А.А.,ИТМО,доцент,
Кузнецов З.Т.,ФМиЕН,ассистент,к.н.
Алексеев З.Т.,ФУПМ,доцент,
Семенов И.К.,ФФ,доцент,
Иванов И.К.,ФМиЕН,доцент,к.н.
Попов В.И.,ФМиМ,ассистент,
Морозов В.И.,ФФ,ассистент,к.н.
Морозов А.А.,ФЭТ,профессор,д.н.
Морозов Е.П.,ФФ,доцент,д.н.
Кузнецов В.И.,ФИВТ,доцент,д.н.
Новиков А.А.,ИТМО,,д.н.
Семенов М.Ю.,ФРТ,профессор,к.н.
Егоров К.М.,ФФ,ассистент,
Сидоров Б.В.,ФУПМ,профессор,
Сидоров К.М.,ФИТ,доцент,
Волков В.И.,ФЭТ,профессор,к.н.
Петров Г.Н.,ФРТ,ассистент,к.н.
Петров М.Ю.,ФЭТ,ассистент,
Соколов Д.С.,ФЭТ,,
Волков Г.Н.,ФРТ,профессор,к.н.
Новиков Б.В.,ФУПМ,,
Попов Л.О.,ФФ,профессор,д.н.
Козлов К.М.,ФМиЕН,профессор,д.н.
Семенов Д.С.,ИТМО,доцент,к.н.
Кузнецов А.А.,ФПМИ,профессор,д.н.
Козлов З.Т.,ФМиЕН,доцент,к.н.
Козлов В.И.,ФИТ,профессор,д.н.
Волков Г.Н.,ФИТ,ассистент,к.н.
Алексеев Л.О.,ФФ,доцент,д.н.
Семенов Ж.Р.,ФМиЕН,доцент,д.н.
Смирнов К.М.,ФПМИ,доцент,
Сидоров Д.С.,ИТМО,профессор,
Козлов М.Ю.,ФФ,,
Лебедев Ж.Р.,ФИТ,профессор,к.н.
Семенов В.И.,ФМиМ,профессор,к.н.
Кузнецов К.М.,ФИТ,,к.н.
Кузнецов И.К.,ИТМО,ассистент,
Попов А.А.,ФЭТ,ассистент,д.н.
Попов В.И.,ФРТ,доцент,
Козлов Л.О.,ФРТ,профессор,д.н.
Сидоров Е.П.,ФМиЕН,,к.н.
Иванов И.К.,ФИВТ,,
Иванов Л.О.,ФЭТ,профессор,
Иванов З.Т.,ФИВТ,доцент,
Попов Г.Н.,ФМиЕН,доцент,д.н.
Морозов З.Т.,ФУПМ,,
Алексеев К.М.,ФЭТ,профессор,
Новиков З.Т.,ИТМО,,д.н.
Петров Е.П.,ФРТ,ассистент,д.н.
Алексеев И.К.,ФМиЕН,доцент,к.н.
Козлов К.М.,ФУПМ,доцент,к.н.
Петров М.Ю.,ФМиМ,,к.н.
Сидоров Д.С.,ФИТ,профессор,д.н.
Волков К.М.,ФЭТ,доцент,д.н.
Иванов Ж.Р.,ФИВТ,доцент,д.н.
Сидоров М.Ю.,ФМиМ,доцент,к.н.
Кузнецов Б.В.,ФМиМ,ассистент,д.н.
Соколов А.А.,ФПМИ,профессор,
Алексеев И.К.,ФУПМ,профессор,
Волков Ж.Р.,ФРТ,,к.н.
Семенов И.К.,ФМиЕН,ассистент,д.н.
Волков М.Ю.,ИТМО,доцент,к.н.
Попов Г.Н.,ФФ,профессор,к.н.
Алексеев В.И.,ФЭТ,ассистент,
Попов Д.С.,ФУПМ,,
Семенов В.И.,ФИТ,профессор,д.н.
Лебедев Л.О.,ФФ,доцент,
Лебедева И.К.,ФМиМ,профессор,д.н.
Попов Б.В.,ФПМИ,ассистент,к.н.
Волков К.М.,ФИВТ,доцент,д.н.
Егоров Д.С.,ФМиМ,ассистент,к.н.
Новиков Ж.Р.,ФРТ,ассистент,
Попов Б.В.,ФУПМ,профессор,д.н.
Смирнов М.Ю.,ФЭТ,профессор,к.н.
Смирнов Ж.Р.,ФИВТ,профессор,к.н.
Новиков З.Т.,ФФ,доцент,к.н.
Алексеев Д.С.,ФМиЕН,,к.н.
Новиков З.Т.,ИТМО,ассистент,
Сидоров А.А.,ИТМО,профессор,д.н.
Алексеев К.М.,ФМиМ,профессор,д.н.
Новиков Д.С.,ФМиЕН,профессор,д.н.
Кузнецов А.А.,ИТМО,ассистент,
Волков К.М.,ФМиЕН,ассистент,д.н.
Егоров Л.О.,ФМиЕН,профессор,
Смирнов И.К.,ФМиЕН,доцент,д.н.
Смирнов З.Т.,ФУПМ,профессор,д.н.
Лебедев З.Т.,ФИТ,доцент,к.н.
Семенов Б.В.,ФМиМ,доцент,к.н.
Кузнецов Л.О.,ФИВТ,профессор,к.н.
Лебедев В.И.,ИТМО,доцент,к.н.
Морозов Л.О.,ФФ,ассистент,к.н.
Семенов Е.П.,ФМиМ,ассистент,
Лебедева Б.В.,ФМиМ,ассистент,к.н.
Петров М.Ю.,ФЭТ,ассистент,
Кузнецов А.А.,ФПМИ,ассистент,д.н.
Козлов М.Ю.,ФУПМ,ассистент,
Алексеев Д.С.,ФПМИ,профессор,
Лебедев Л.О.,ФМиЕН,профессор,
Иванов Б.В.,ФМиМ,ассистент,д.н.
Семенов К.М.,ФИТ,,
Семенов И.К.,ФЭТ,,к.н.
Петров В.И.,ФМиМ,доцент,
Егоров А.А.,ФИВТ,доцент,
Попов В.И.,ИТМО,доцент,
Петров В.И.,ФИТ,профессор,
Морозов Б.В.,ФИТ,доцент,к.н.
Волков А.А.,ФЭТ,доцент,д.н.
Козлов З.Т.,ФФ,ассистент,к.н.
Волков А.А.,ФУПМ,профессор,д.н.
Петров Л.О.,ФУПМ,доцент,к.н.
Петров Д.С.,ФМиЕН,доцент,к.н.
Лебедев Ж.Р.,ФИВТ,ассистент,к.н.
Морозов А.А.,ФМиМ,,
Семенов Г.Н.,ФФ,доцент,
Козлов Г.Н.,ФЭТ,доцент,к.н.
Соколов А.А.,ФИТ,,
Морозов Б.В.,ФФ,профессор,
Соколов З.Т.,ФФ,доцент,
Козлов М.Ю.,ИТМО,,
Смирнов Б.В.,ФМиЕН,профессор,
Лебедев А.А.,ФУПМ,ассистент,к.н.
Морозов З.Т.,ФЭТ,профессор,д.н.
Соколов Д.С.,ФПМИ,профессор,к.н.
Волков В.И.,ФУПМ,ассистент,д.н.
Петров А.А.,ФУПМ,доцент,д.н.
Сидоров Д.С.,ФМиЕН,доцент,
Смирнов М.Ю.,ФУПМ,ассистент,к.н.
Иванов З.Т.,ФИТ,ассистент,
Новиков З.Т.,ФРТ,доцент,
Иванов И.К.,ФРТ,доцент,к.н.
Кузнецов К.М.,ФМиМ,ассистент,к.н.
Попов Ж.Р.,ФИВТ,ассистент,
Егоров К.М.,ФМиЕН,профессор,д.н.
Смирнов Л.О.,ФФ,,
Алексеев К.М.,ФМиЕН,профессор,д.н.
Егоров К.М.,ФМиМ,ассистент,
Кузнецов Л.О.,ФИТ,профессор,к.н.
Иванов Г.Н.,ФЭТ,ассистент,к.н.
Смирнов Г.Н.,ФРТ,,к.н.
Егоров Е.П.,ФУПМ,доцент,
Петров К.М.,ФРТ,доцент,
Алексеев Ж.Р.,ИТМО,,
Лебедев И.К.,ФФ,,
Егоров Г.Н.,ФПМИ,,д.н.
Смирнов З.Т.,ИТМО,ассистент,
Морозов К.М.,ФИТ,доцент,к.н.
Егоров З.Т.,ФФ,профессор,
Лебедева Г.Н.,ФПМИ,ассистент,
Семенов А.А.,ФУПМ,ассистент,к.н.
Егоров И.К.,ИТМО,,
Егоров А.А.,ФФ,,д.н.
Волков Б.В.,ФФ,доцент,к.н.
Попов Б.В.,ФМиМ,ассистент,д.н.
Алексеев М.Ю.,ФМиМ,профессор,к.н.
Сидоров Е.П.,ФМиМ,профессор,
Лебедев Г.Н.,ФУПМ,,
Попов В.И.,ФИТ,,к.н.
Соколов В.И.,ФУПМ,,д.н.
Лебедева Б.В.,ИТМО,доцент,
Новиков Г.Н.,ФМиМ,доцент,д.н.
Семенов К.М.,ФИТ,,к.н.
Морозов Б.В.,ФЭТ,ассистент,д.н.
Иванов В.И.,ФМиЕН,,к.н.
Соколов И.К.,ФРТ,ассистент,д.н.
Волков Д.С.,ФФ,,д.н.
Соколов Д.С.,ФИВТ,профессор,к.н.
Егоров К.М.,ФУПМ,ассистент,к.н.
Иванов З.Т.,ФУПМ,ассистент,к.н.
Семенов И.К.,ФРТ,,к.н.
Козлов Е.П.,ФИВТ,доцент,д.н.
Смирнов Ж.Р.,ФРТ,,
Козлов А.А.,ФУПМ,профессор,д.н.
Соколов Е.П.,ФЭТ,ассистент,д.н.
Петров З.Т.,ФУПМ,ассистент,к.н.
Иванов Д.С.,ФМиЕН,доцент,к.н.
Новиков З.Т.,ФПМИ,,д.н.
Смирнов З.Т.,ИТМО,,
Иванов Е.П.,ФПМИ,,д.н.
Морозов З.Т.,ФИТ,доцент,д.н.
Алексеев А.А.,ФМиЕН,профессор,к.н.
Кузнецов Л.О.,ФЭТ,ассистент,д.н.
Соколов И.К.,ФИВТ,,
Иванов М.Ю.,ИТМО,,д.н.
Сидоров И.К.,ИТМО,,к.н.
Морозов К.М.,ФМиЕН,профессор,д.н.
Новиков Б.В.,ФЭТ,,
